tf	target	weight
b0504	b2447	19.28
b2491	b2271	19.28
b3190	b2318	19.279
b4004	b3937	19.278
b2664	b2129	19.278
b3842	b3348	19.277
b3481	b3660	19.277
b1507	b2837	19.277
b1594	b1818	19.276
b0378	b0050	19.276
b1594	b0963	19.276
b1770	b1330	19.275
b3556	b1356	19.275
b3585	b4621	19.275
b1712	b0607	19.275
b1014	b3453	19.274
b1526	b1999	19.273
b0357	b2562	19.273
b1040	b1987	19.272
b2869	b4036	19.272
b0629	b3322	19.271
b2981	b4524	19.271
b3131	b2010	19.27
b1712	b4459	19.27
b4299	b3496	19.269
b3674	b1665	19.268
b0487	b2720	19.267
b0683	b3976	19.267
b1618	b3126	19.266
b3405	b1222	19.266
b3082	b2603	19.264
b2805	b1427	19.263
b1987	b0655	19.263
b0294	b2375	19.26
b1399	b1046	19.259
b0768	b0998	19.259
b3743	b4043	19.258
b1507	b1025	19.258
b4124	b3403	19.256
b3773	b2172	19.255
b3521	b2063	19.255
b1013	b0475	19.254
b1506	b1733	19.254
b2916	b3777	19.254
b3119	b0603	19.253
b3190	b3650	19.253
b3190	b1123	19.253
b2550	b2756	19.251
b2731	b4028	19.251
b0564	b2642	19.251
b0413	b3648	19.251
b1275	b2598	19.249
b3906	b3262	19.249
b0676	b1222	19.249
b1013	b1355	19.249
b1399	b0727	19.248
b2127	b3012	19.248
b0912	b1477	19.248
b1014	b3845	19.246
b0113	b0524	19.246
b4018	b3867	19.246
b1305	b1838	19.246
b0715	b1593	19.246
b2217	b1236	19.245
b2869	b0394	19.245
b4018	b1540	19.244
b3520	b3085	19.243
b3669	b3242	19.243
b4366	b1974	19.243
b2916	b3550	19.241
b4102	b2879	19.24
b3684	b4083	19.24
b3118	b3745	19.239
b3912	b2293	19.239
b3954	b3869	19.238
b1422	b4438	19.235
b1213	b1652	19.234
b1275	b1118	19.234
b1497	b3566	19.234
b2015	b4045	19.233
b1658	b0570	19.233
b1531	b0207	19.232
b2550	b0300	19.232
b2707	b2150	19.231
b4260	b4220	19.23
b4004	b3382	19.23
b1564	b1641	19.23
b3783	b2568	19.23
b3060	b2754	19.229
b4046	b2928	19.229
b2916	b2425	19.229
b0357	b4517	19.228
b1187	b1658	19.228
b3010	b2709	19.227
b1439	b4589	19.227
b3105	b0930	19.226
b0076	b1755	19.225
b3418	b0268	19.225
b1508	b3486	19.225
b0566	b0545	19.224
b4089	b0756	19.223
b1013	b1728	19.222
b0313	b1252	19.221
b1014	b3926	19.221
b0629	b2354	19.22
b0683	b2865	19.22
b2731	b3675	19.22
b4102	b1386	19.219
b1320	b0986	19.219
b0305	b0254	19.219
b1450	b1490	19.218
b1356	b4656	19.218
b0506	b1127	19.218
b3067	b4174	19.217
b4393	b4432	19.215
b2571	b4025	19.215
b4191	b3653	19.214
b2624	b2245	19.213
b4357	b0064	19.211
b1526	b0263	19.21
b3131	b4398	19.21
b4340	b0554	19.209
b3082	b2786	19.209
b2664	b1478	19.208
b3842	b1047	19.208
b4299	b2804	19.208
b1323	b1842	19.208
b1130	b3929	19.207
b1130	b1982	19.206
b1040	b1919	19.205
b3783	b0524	19.205
b3461	b3813	19.205
b4393	b1610	19.205
b1642	b0710	19.204
b3292	b4062	19.203
b4191	b4157	19.203
b4178	b4177	19.202
b4018	b2101	19.201
b0504	b1577	19.201
b2805	b4428	19.201
b2405	b3596	19.199
b3889	b4631	19.198
b3202	b3911	19.198
b2839	b0188	19.197
b1334	b1356	19.197
b2213	b0693	19.197
b0566	b1828	19.195
b0788	b1486	19.194
b2163	b3104	19.193
b0483	b2631	19.193
b0620	b4282	19.192
b3555	b3513	19.192
b3219	b0233	19.192
b2916	b2622	19.192
b1439	b0771	19.192
b2664	b3450	19.191
b1507	b1776	19.191
b0995	b4623	19.19
b2869	b4322	19.19
b3105	b1658	19.189
b3119	b0629	19.188
b0316	b0305	19.188
b2382	b4570	19.188
b4116	b2847	19.187
b4300	b2853	19.187
b3423	b3463	19.187
b3906	b3061	19.186
b3934	b4354	19.186
b2437	b0011	19.186
b2714	b2064	19.185
b1506	b1772	19.185
b0566	b0511	19.185
b3022	b4492	19.184
b2017	b2699	19.184
b1526	b1486	19.184
b2624	b0996	19.184
b2364	b2399	19.184
b4260	b3987	19.183
b1439	b3267	19.183
b0506	b0878	19.183
b4480	b3441	19.182
b3438	b0536	19.182
b3237	b2209	19.182
b0300	b0602	19.181
b0506	b3068	19.181
b4260	b1867	19.18
b1951	b3338	19.18
b1439	b1791	19.179
b2808	b1626	19.179
b1658	b3959	19.179
b2664	b2341	19.178
b0564	b0833	19.178
b2561	b0516	19.177
b1570	b1992	19.177
b3783	b0661	19.177
b3912	b3857	19.177
b0761	b0686	19.176
b3702	b3193	19.176
b1328	b2102	19.176
b1658	b3273	19.176
b3556	b2603	19.176
b1399	b1538	19.174
b2664	b1743	19.172
b2916	b2424	19.169
b2808	b1606	19.169
b1642	b4256	19.169
b3190	b3933	19.169
b3938	b0200	19.169
b2491	b0824	19.168
b1506	b0530	19.168
b0694	b0020	19.168
b2577	b2578	19.168
b4043	b2896	19.166
b3405	b2811	19.164
b2684	b3256	19.164
b2369	b2783	19.163
b0440	b2216	19.163
b2382	b2766	19.163
b4046	b4505	19.162
b2193	b4403	19.161
b3961	b3237	19.16
b2624	b4184	19.16
b3604	b1805	19.158
b0357	b3465	19.156
b3422	b4088	19.156
b1214	b3194	19.154
b3702	b3470	19.154
b1735	b2373	19.151
b3828	b3959	19.151
b4295	b4312	19.15
b0300	b0138	19.15
b0623	b0412	19.149
b0435	b2015	19.147
b3131	b4222	19.147
b2981	b2335	19.147
b2669	b1870	19.147
b2491	b3950	19.146
b1951	b3777	19.146
b0620	b4317	19.145
b0346	b1400	19.145
b3105	b1766	19.144
b2125	b2677	19.143
b3202	b2989	19.142
b3912	b3487	19.142
b3773	b4046	19.141
b1323	b1254	19.139
b1477	b1332	19.138
b4295	b4394	19.138
b3292	b3929	19.138
b3783	b2321	19.137
b3872	b3110	19.137
b1214	b1584	19.135
b3938	b4108	19.134
b4295	b4178	19.134
b1712	b2332	19.133
b3520	b4478	19.133
b2669	b3930	19.132
b1951	b3238	19.132
b0294	b4491	19.132
b3702	b3651	19.132
b0504	b1041	19.131
b1130	b3857	19.131
b0487	b0965	19.13
b3461	b3455	-19.129
b4299	b3403	19.127
b2916	b1198	19.126
b1339	b2574	19.126
b1213	b0173	19.125
b0435	b1971	19.124
b0346	b1388	19.124
b4135	b4056	19.123
b4264	b2179	19.121
b2382	b2455	19.121
b3963	b0791	19.121
b4205	b4478	19.119
b1594	b2628	19.118
b0076	b1465	19.117
b1735	b1872	19.117
b2537	b2541	19.117
b1339	b0821	19.117
b1739	b0789	19.116
b4133	b4321	19.115
b3934	b4036	19.115
b0889	b2477	19.114
b2856	b1023	19.114
b4366	b2858	19.114
b3422	b3690	19.114
b1658	b0819	19.114
b3556	b2777	19.113
b3961	b3619	19.113
b3934	b0459	19.113
b3912	b3780	19.112
b1014	b1612	19.112
b0034	b2147	19.112
b2687	b3160	19.11
b0330	b2979	19.109
b2916	b0907	19.108
b2697	b3251	19.108
b2837	b1816	19.106
b2741	b0186	19.105
b2624	b2362	19.104
b1499	b4048	19.104
b2550	b2446	19.104
b4191	b3358	19.103
b4327	b3569	19.103
b0346	b3962	19.102
b2687	b0710	19.101
b3743	b3755	19.1
b1323	b2381	19.1
b2079	b2442	19.098
b2248	b1699	19.098
b0676	b2906	19.098
b0305	b0379	19.096
b0318	b0550	19.096
b0504	b3902	19.095
b0603	b2846	19.095
b3226	b3912	19.094
b0564	b3594	19.093
b3422	b2045	19.093
b1221	b1130	19.092
b0330	b2975	19.091
b3702	b3229	19.091
b0995	b1340	19.09
b0629	b2625	19.09
b2837	b4356	19.089
b0316	b3943	19.089
b1642	b1268	19.089
b2839	b2409	19.088
b1987	b0889	19.088
b1275	b1917	19.086
b3060	b1970	19.085
b3375	b2101	19.084
b1399	b1108	19.083
b3261	b3724	19.083
b2127	b1484	19.082
b1530	b3019	19.082
b1477	b1810	19.082
b3702	b2567	19.081
b3585	b3593	19.081
b0566	b0774	19.081
b4124	b2784	19.08
b2151	b2219	19.08
b1275	b2551	19.08
b4398	b0242	19.08
b4182	b1862	19.078
b2381	b2475	19.078
b2531	b4335	-19.078
b4295	b4443	19.078
b2980	b0458	19.078
b2479	b3205	19.078
b3190	b3976	19.077
b0064	b4357	19.075
b0272	b2541	19.075
b3783	b1210	19.074
b1187	b0954	19.074
b4102	b2298	19.074
b3422	b2372	19.074
b1790	b4550	19.073
b2731	b1475	19.073
b0768	b0983	19.073
b1040	b2154	19.073
b2193	b3279	19.072
b2571	b2779	19.072
b3025	b4415	19.072
b4018	b2810	19.071
b3118	b1426	19.071
b2921	b2370	19.071
b1439	b1592	19.071
b3906	b2339	19.07
b0076	b0570	19.069
b1696	b0491	19.068
b1213	b2413	19.068
b2664	b0788	19.068
b3219	b1968	19.068
b2248	b2072	19.068
b1275	b1247	19.068
b1130	b1715	19.068
b2837	b2001	19.067
b3357	b4443	19.067
b3912	b3432	19.067
b3743	b4059	19.066
b1014	b0112	-19.065
b2684	b1286	19.064
b2916	b0112	19.064
b0020	b0233	19.063
b2437	b0520	19.061
b1595	b2664	19.06
b3438	b1266	19.06
b1790	b3094	19.059
b3743	b1749	19.059
b2105	b1728	19.059
b4182	b0984	19.059
b3461	b3458	-19.059
b0840	b0444	19.059
b2105	b4340	19.059
b2248	b1391	19.057
b0900	b1159	19.057
b0162	b2219	19.057
b4046	b3663	19.056
b1618	b0064	19.056
b3025	b4209	19.055
b0208	b1303	19.055
b1530	b3196	19.054
b1477	b4656	19.053
b3905	b2881	19.053
b3461	b1814	19.052
b3131	b1193	19.051
b3954	b2178	19.051
b0629	b3861	19.05
b0487	b2718	19.05
b2409	b3374	19.05
b1450	b2067	19.049
b1284	b1193	19.049
b0768	b1500	19.049
b1739	b1258	19.047
b0272	b2069	19.047
b2916	b0809	19.046
b4205	b1505	19.045
b2687	b1520	19.045
b3190	b3844	19.045
b3842	b3725	19.044
b3119	b0364	19.043
b3261	b0405	19.041
b1618	b2802	19.041
b3520	b2852	19.041
b2531	b3159	-19.04
b0346	b2309	19.039
b3438	b2065	19.039
b3261	b3740	19.039
b0504	b1560	19.038
b1642	b1323	19.037
b0629	b2252	19.037
b3075	b2955	19.037
b4124	b3832	19.035
b3190	b0102	19.034
b1595	b0563	19.033
b2669	b2144	19.032
b2664	b1189	19.032
b0506	b1677	19.031
b0435	b4149	19.031
b2289	b3473	19.031
b0313	b3066	19.03
b1328	b0559	19.03
b4292	b1683	19.029
b3702	b2891	19.028
b1563	b0882	19.028
b0715	b3368	19.028
b4260	b3031	19.027
b1987	b0287	19.025
b2364	b1620	19.025
b3702	b3650	19.025
b3872	b2148	19.023
b3375	b3602	19.023
b2570	b3283	19.023
b3753	b2126	19.022
b2667	b4479	19.021
b3912	b3779	19.02
b1526	b1751	19.02
b2916	b3942	19.019
b1275	b0829	19.019
b1303	b1340	19.018
b0889	b2942	19.018
b3520	b4652	19.017
b0020	b2390	19.017
b1328	b0464	19.017
b0676	b3386	19.016
b3912	b2795	19.016
b3934	b2426	19.016
b3190	b3248	19.015
b3521	b3819	19.014
b1305	b4491	19.013
b0995	b1021	19.012
b4133	b4621	19.012
b1339	b1596	19.012
b1213	b1099	19.011
b3702	b3784	19.011
b0715	b2767	19.011
b1399	b1217	19.011
b2248	b2647	19.01
b3773	b0162	19.01
b1356	b2560	19.008
b2127	b4459	19.008
b0464	b2845	19.007
b2916	b3536	19.006
b3674	b0700	19.006
b0294	b0258	19.006
b3481	b1256	19.005
b3963	b3512	-19.005
b3753	b4209	19.005
b1595	b2076	19.004
b2125	b2802	19.004
b1439	b0018	19.003
b2669	b1916	19.002
b3912	b3831	19.001
b1594	b2801	19
b3501	b3564	18.998
b1187	b0893	18.997
b3131	b3857	18.997
b3702	b2512	18.996
b3067	b3601	18.994
b4102	b1756	18.994
b2667	b3856	18.993
b2571	b3203	18.993
b3872	b4470	18.993
b3219	b2419	18.992
b1323	b1642	18.992
b3897	b2459	18.99
b1506	b0375	18.986
b1594	b4037	18.986
b0889	b1271	18.986
b4299	b4438	18.986
b2399	b4046	18.986
b2714	b4502	18.985
b0440	b1236	18.983
b1284	b0822	18.983
b1439	b4632	18.982
b4118	b4297	18.98
b0346	b3670	18.98
b1499	b1575	18.98
b1790	b2910	18.98
b2687	b2598	18.978
b0629	b3086	18.977
b2837	b3696	18.976
b2669	b0852	18.975
b4178	b3554	18.974
b2491	b2636	18.974
b0629	b2123	18.974
b1506	b1022	18.973
b4260	b2746	18.972
b3461	b4396	18.972
b4212	b3027	18.971
b0889	b0391	18.971
b2916	b0167	18.971
b0788	b3447	18.97
b3963	b3616	18.969
b2687	b2474	18.968
b2697	b1215	18.968
b4182	b3801	18.967
b1570	b3915	18.966
b3868	b4544	18.965
b3190	b2216	18.965
b4205	b3595	18.964
b3555	b2015	18.964
b2707	b2151	18.964
b1014	b4467	18.963
b3210	b2805	18.963
b3604	b3831	18.962
b3743	b2699	18.961
b3060	b2866	18.961
b3022	b4585	18.961
b2916	b2423	18.96
b4004	b4475	18.959
b4205	b2625	18.958
b2837	b1507	18.957
b1328	b0840	18.957
b1739	b1481	18.955
b4299	b4292	-18.955
b2125	b2679	18.955
b4133	b2956	18.955
b4182	b3678	18.955
b4205	b4586	18.954
b2163	b3027	18.954
b3243	b2786	18.953
b1620	b2364	18.953
b0889	b2313	18.952
b2808	b1096	18.951
b3702	b3289	18.949
b0889	b0522	18.948
b0375	b0549	18.947
b3889	b3391	18.947
b2573	b2015	18.947
b2573	b2392	18.946
b4018	b1557	18.945
b3261	b2316	18.945
b2869	b3284	18.945
b4212	b2911	18.944
b4018	b2570	18.944
b4118	b2785	18.944
b0357	b4288	18.944
b4063	b3585	18.943
b0399	b2915	18.942
b3423	b3071	18.942
b2856	b4600	18.941
b1969	b0995	18.941
b3219	b3594	18.941
b2163	b3137	18.941
b2127	b1327	18.94
b4116	b3117	18.94
b1434	b0868	18.94
b2669	b4077	18.939
b2573	b0882	18.938
b4102	b3394	18.938
b4299	b4308	18.938
b1477	b1063	18.938
b2409	b2761	18.938
b2437	b0331	18.936
b2382	b1556	18.935
b1739	b3003	18.935
b1323	b1833	18.934
b3743	b0356	18.934
b3674	b3668	18.934
b3418	b3546	18.934
b4004	b4238	18.933
b1450	b2543	18.932
b2105	b2859	18.931
b0300	b2756	18.931
b1739	b1326	18.931
b4118	b3128	18.93
b3422	b2483	18.929
b0034	b2343	18.929
b0840	b1206	18.928
b0076	b4494	18.926
b2248	b2166	18.926
b1014	b3846	18.926
b0623	b4624	18.925
b3520	b2985	18.924
b1564	b0880	18.924
b1040	b0908	18.924
b0504	b2987	18.923
b2405	b0294	18.923
b0487	b2724	18.921
b0487	b1845	18.921
b4178	b3866	18.921
b0294	b2367	18.92
b0375	b3333	18.92
b2573	b1127	18.919
b2856	b4590	18.919
b2839	b2843	18.919
b1275	b1919	18.919
b3071	b3602	18.918
b1658	b4270	18.918
b0889	b0711	18.917
b1735	b1554	18.916
b3773	b2874	18.915
b4401	b1235	18.914
b0912	b1635	18.913
b3934	b1655	18.913
b2981	b4267	18.912
b4000	b0222	18.911
b2856	b0501	18.911
b1299	b2582	18.911
b3906	b2056	18.91
b1201	b2837	18.907
b1499	b1001	18.905
b1853	b2091	18.905
b3702	b3184	18.904
b1497	b3947	18.904
b3422	b3582	18.904
b1013	b1762	18.903
b2624	b3683	18.901
b2916	b0073	18.901
b4539	b3068	18.9
b3702	b2909	18.898
b1508	b1736	18.898
b3669	b3673	18.897
b3131	b1431	18.897
b3461	b3456	-18.897
b0447	b3813	18.897
b3743	b3644	18.895
b0796	b1464	18.894
b1040	b2476	18.894
b1221	b2082	18.892
b3071	b3459	18.891
b3357	b3611	18.89
b2706	b3934	18.89
b3674	b3799	18.89
b1712	b2911	18.889
b2577	b2641	18.889
b3118	b4309	18.888
b2731	b4099	18.887
b0413	b3199	18.887
b3188	b3238	18.887
b3743	b3459	18.886
b3067	b3352	18.885
b0294	b1730	18.885
b4135	b1685	18.884
b1040	b1988	18.884
b4295	b1277	18.884
b0504	b4496	18.884
b2479	b2415	18.884
b1439	b0321	18.883
b3961	b3809	18.883
b2531	b0596	18.882
b0162	b4119	18.882
b2664	b1597	18.88
b2697	b0470	18.879
b1013	b1553	18.879
b1570	b0413	18.877
b0375	b3442	18.877
b3963	b3506	-18.876
b0294	b0986	18.876
b3604	b4512	18.872
b2437	b0353	18.872
b4113	b3355	18.871
b3684	b2633	18.871
b3574	b4060	18.87
b1608	b1961	18.87
b1477	b4585	18.87
b0346	b1390	18.87
b0603	b0038	18.87
b1642	b4659	18.869
b4264	b2757	18.869
b3071	b3775	18.868
b4004	b4237	18.867
b1608	b0772	18.865
b2921	b3518	18.865
b3702	b3352	18.864
b0506	b1708	18.863
b1512	b1397	18.863
b3190	b0922	18.862
b3684	b3395	18.862
b1306	b1601	18.861
b2193	b0497	18.861
b2706	b3925	18.861
b0020	b0694	18.861
b4089	b3927	18.861
b3082	b4307	18.859
b3574	b3538	18.859
b1275	b1143	18.858
b0020	b4447	18.858
b2981	b3583	18.857
b0889	b1412	18.856
b2731	b2993	18.856
b3963	b4055	18.856
b1564	b3923	18.855
b2869	b1674	18.854
b1320	b1571	18.853
b1916	b1583	18.853
b2852	b3563	18.853
b2570	b2182	18.853
b2289	b0902	18.851
b2409	b2407	18.851
b3118	b3223	18.851
b3512	b1725	18.85
b4401	b1045	18.85
b2839	b4249	18.85
b1922	b3666	18.849
b3060	b2997	18.849
b1213	b0417	18.846
b0788	b0284	18.846
b2714	b3350	18.846
b2731	b1337	18.846
b0318	b1455	18.845
b2213	b1046	18.844
b2577	b4181	18.844
b2735	b2552	18.844
b1320	b1572	18.844
b0566	b0045	18.843
b1130	b2295	18.843
b0294	b0717	18.843
b1130	b1438	18.842
b3292	b1715	18.842
b3973	b2325	18.842
b0375	b0333	18.842
b2248	b1439	18.841
b4260	b4172	18.841
b3190	b4022	18.841
b1356	b0354	18.84
b1130	b0280	18.839
b4062	b3348	18.839
b1594	b2795	18.839
b3520	b3587	18.839
b4116	b1751	18.838
b1620	b1734	18.838
b4480	b4350	18.838
b1221	b2011	18.838
b0506	b0925	18.837
b3119	b3143	18.837
b0464	b0537	18.836
b1712	b1446	18.836
b0620	b1970	18.835
b1434	b0142	18.834
b2856	b0629	18.833
b3556	b2912	18.833
b4366	b0629	18.833
b0162	b0201	18.832
b2805	b1622	18.831
b0730	b3105	18.831
b0413	b4243	18.831
b4089	b2398	18.83
b0566	b0427	18.828
b0113	b0116	18.828
b2916	b2308	18.827
b0676	b0104	18.826
b3674	b0536	18.826
b1275	b1120	18.825
b0435	b3022	18.825
b3022	b4432	18.825
b0629	b4514	18.825
b0566	b1730	18.825
b3954	b2916	18.825
b1014	b1702	18.824
b2561	b3243	18.824
b0080	b2125	18.823
b4102	b3564	18.823
b0506	b2671	18.823
b1450	b1535	18.823
b1570	b4256	18.822
b3743	b4374	18.82
b2409	b0650	18.82
b2687	b0219	18.819
b2381	b0870	18.819
b3501	b4504	18.818
b1530	b3552	18.817
b3060	b4506	18.817
b2491	b2489	18.816
b3357	b2477	18.816
b1439	b4603	18.813
b0683	b0979	-18.812
b0676	b4136	18.811
b1658	b2189	18.811
b3023	b1732	18.81
b1696	b1357	18.81
b0338	b0571	18.81
b0208	b2572	18.809
b1594	b3886	18.809
b0294	b3443	18.808
b2248	b2933	18.806
b0995	b1769	18.806
b3669	b1781	18.805
b0272	b0628	18.805
b3082	b4306	18.804
b2856	b2848	18.804
b3872	b3404	18.804
b4498	b3707	18.803
b0064	b0060	18.803
b0300	b2550	18.8
b1275	b1918	18.8
b1014	b3708	18.799
b2079	b0694	18.798
b1237	b0460	18.798
b2856	b1348	18.798
b3680	b0517	18.797
b0294	b0719	18.796
b2163	b0544	18.796
b3119	b1115	18.795
b1564	b0958	18.795
b2808	b0483	18.794
b1642	b1874	18.794
b3131	b3068	18.793
b0440	b4255	18.793
b4327	b3502	18.793
b0506	b3428	18.793
b2248	b2632	18.792
b3261	b0185	18.792
b1323	b0410	18.792
b3753	b3263	18.791
b4205	b1365	18.791
b2193	b4567	-18.791
b4480	b3537	18.79
b3226	b3887	18.789
b2479	b3210	18.789
b2479	b2829	18.788
b2916	b3440	18.787
b1988	b2664	18.786
b3963	b4551	18.784
b2079	b2924	18.784
b4102	b0550	18.783
b3973	b3155	18.783
b4401	b2936	18.783
b3082	b1507	18.783
b0900	b0253	18.783
b3520	b2629	18.782
b1526	b1316	18.782
b1477	b0454	18.78
b0413	b2303	18.779
b3023	b3012	18.779
b1530	b1825	18.777
b2981	b4590	18.777
b0995	b1610	18.777
b2731	b4154	18.776
b3585	b3657	18.775
b2697	b4221	18.775
b1328	b0878	18.774
b0889	b4523	18.773
b2213	b0253	18.773
b4324	b3529	18.772
b1214	b2611	18.772
b2839	b2915	18.771
b0817	b2469	18.771
b1853	b2902	18.77
b3188	b3411	18.77
b2382	b1592	18.77
b2697	b0891	18.769
b0761	b0604	18.769
b2571	b0861	18.768
b0730	b0766	18.767
b0294	b1501	18.766
b0629	b2945	18.765
b3753	b1853	18.765
b0506	b2631	18.763
b2248	b3719	18.763
b4479	b1610	18.762
b3261	b0635	18.762
b3094	b0192	18.762
b3190	b1651	18.762
b1213	b0642	18.762
b1595	b1909	-18.762
b3963	b3517	-18.76
b3889	b4156	18.76
b1790	b2740	18.758
b2127	b1165	18.758
b2220	b2366	18.758
b2664	b1406	18.758
b2437	b4465	18.757
b3828	b2103	18.757
b3461	b4420	18.756
b0357	b1435	18.755
b3669	b3243	18.755
b1531	b1524	18.755
b2537	b1976	18.754
b2669	b2970	18.753
b2869	b4486	18.751
b2479	b2024	18.751
b2127	b1166	18.75
b0620	b4631	18.748
b1827	b1651	18.748
b0504	b0193	18.747
b1214	b0684	18.745
b0483	b0189	18.744
b1284	b0843	18.742
b4046	b2323	18.742
b4102	b2458	18.741
b0683	b2721	-18.739
b0357	b2971	18.738
b3872	b0758	18.738
b2664	b2979	18.738
b2409	b4500	18.737
b3521	b4209	18.737
b1399	b2474	18.736
b4118	b4004	18.736
b3190	b3809	18.736
b1969	b2759	18.736
b3868	b4589	18.736
b1987	b1296	18.734
b1499	b1542	18.734
b2405	b3717	18.734
b2437	b0567	18.732
b0113	b0826	18.73
b0313	b3337	18.73
b3131	b1279	18.73
b3753	b4486	18.729
b0413	b3413	18.729
b0399	b1152	18.729
b2491	b4465	18.728
b2709	b3664	18.728
b0399	b2119	18.728
b2709	b4003	18.725
b4205	b1366	18.723
b2573	b3021	18.723
b2369	b1623	18.72
b4046	b1618	18.72
b1187	b0628	18.718
b2714	b0493	18.718
b1735	b2629	18.718
b4479	b3020	18.718
b4062	b1846	18.718
b1891	b1946	18.717
b4260	b2960	18.716
b0316	b1788	18.716
b1275	b1243	18.716
b3422	b2053	18.715
b2015	b1733	18.715
b2856	b0326	18.715
b2709	b2184	18.714
b2731	b4072	18.714
b3963	b3835	18.714
b3684	b4333	18.714
b1916	b1329	18.713
b2479	b2022	18.713
b2916	b3954	18.713
b2837	b2395	18.713
b2531	b1906	-18.713
b2731	b3211	18.713
b3082	b0987	18.712
b0504	b0984	18.711
b4191	b4130	18.711
b4694	b2258	18.711
b1712	b0627	18.709
b3226	b3591	18.709
b4299	b3488	18.708
b3963	b3802	18.708
b3702	b3183	18.708
b1512	b0443	18.706
b1790	b0650	18.705
b0413	b0083	18.705
b1187	b0950	18.705
b3585	b0629	18.705
b3783	b3187	18.704
b0840	b1216	18.704
b4000	b1174	18.704
b1659	b1663	18.704
b2687	b1619	18.703
b0076	b1788	18.703
b0435	b1376	18.702
b4182	b0108	18.701
b0620	b1968	18.701
b2916	b0072	18.7
b1497	b3225	18.7
b2437	b0366	18.699
b2731	b1227	18.699
b1508	b3279	18.699
b1618	b0791	18.698
b1284	b0537	18.698
b0447	b3238	18.697
b2869	b1427	18.697
b0506	b1562	18.696
b1658	b4488	18.696
b3753	b3647	18.695
b2217	b3860	18.694
b0683	b1089	18.694
b4118	b3708	18.693
b2479	b2023	18.693
b1508	b2259	18.69
b3226	b1703	18.69
b3461	b3460	-18.69
b0483	b1130	18.69
b3889	b4533	18.69
b1658	b0573	18.69
b2664	b3846	18.689
b2839	b0229	18.689
b3973	b2559	18.688
b2248	b1789	18.688
b3190	b2315	18.688
b3292	b2381	18.688
b0620	b3483	18.687
b0162	b3756	18.686
b2531	b0595	18.686
b2805	b1702	18.683
b1506	b4145	18.683
b1450	b0912	18.682
b3516	b1967	18.682
b0240	b1611	18.682
b4102	b4548	18.681
b0912	b0605	18.681
b1892	b2241	18.681
b1892	b2243	18.681
b0294	b1459	18.681
b2382	b1336	18.681
b0313	b2524	18.68
b3872	b4287	18.68
b2707	b2803	18.679
b1594	b4382	18.679
b1790	b3284	18.678
b4182	b4031	18.678
b3585	b3862	18.677
b3897	b2461	18.677
b3060	b2755	18.676
b0715	b1226	18.676
b2193	b4312	18.675
b2163	b1521	18.675
b1916	b1991	18.674
b4004	b3667	18.672
b2573	b2742	18.672
b1040	b1287	18.671
b2248	b0566	18.67
b2687	b4057	18.67
b1214	b3389	18.669
b4260	b4170	18.668
b1988	b4024	18.668
b1040	b2152	18.666
b3743	b0779	18.665
b1608	b3055	18.665
b0889	b1062	18.665
b2741	b0454	18.665
b3423	b3822	18.665
b0889	b2499	18.665
b1570	b2017	18.663
b0487	b1709	18.662
b1187	b1255	18.662
b4340	b3890	18.661
b4063	b4601	18.661
b3105	b0113	18.66
b3773	b4553	18.659
b2561	b2874	18.659
b1275	b2507	18.659
b1384	b4231	18.659
b1040	b2750	18.658
b2837	b3534	18.658
b3743	b0231	18.658
b0162	b3773	18.657
b1284	b1129	18.657
b2550	b4538	18.656
b2573	b4473	18.656
b3418	b2628	18.656
b1284	b2134	18.656
b2479	b1867	18.655
b0796	b0925	18.655
b2741	b4248	18.654
b2479	b2019	18.654
b1916	b2107	18.654
b4694	b0455	18.654
b1595	b4601	18.654
b1275	b2179	18.654
b1659	b1414	18.653
b0900	b1058	18.653
b3884	b1827	18.653
b2570	b3281	18.652
b1512	b1901	18.652
b3702	b3033	18.651
b2409	b0039	18.651
b2839	b4028	18.651
b2669	b0481	18.651
b0506	b1639	18.65
b1499	b1785	18.65
b3574	b3427	18.65
b2706	b4238	18.65
b3674	b3174	18.648
b3210	b0237	18.648
b3963	b2904	18.648
b1790	b1793	18.648
b2805	b3210	18.646
b3423	b2144	18.646
b3418	b2876	18.646
b4694	b2256	18.645
b3783	b1523	18.645
b3912	b1867	18.644
b1508	b0579	18.642
b3094	b1221	18.642
b1595	b1665	-18.642
b3555	b1931	18.642
b2105	b2863	18.641
b3520	b2376	18.641
b3702	b3790	18.641
b0080	b2393	18.64
b1439	b2047	18.639
b4498	b4036	18.639
b1951	b3696	18.638
b2921	b3411	18.637
b1506	b1537	18.637
b3711	b3497	18.636
b2381	b1178	18.636
b0240	b2670	18.634
b2017	b1249	18.634
b2669	b3019	18.633
b1507	b3322	18.633
b1328	b0515	18.632
b2437	b3877	18.632
b1299	b0349	18.631
b3010	b4065	18.631
b0240	b2237	18.631
b2217	b0178	18.631
b1658	b0969	18.63
b4398	b4295	18.629
b2731	b4153	18.629
b4004	b3134	18.629
b1499	b0644	18.627
b4124	b4322	18.627
b1658	b1798	18.627
b0620	b4655	18.626
b0330	b3081	18.625
b1334	b1340	18.624
b2664	b2809	18.624
b4000	b4144	18.623
b4390	b2628	18.623
b2624	b4048	18.622
b1827	b2218	18.622
b4135	b2834	18.621
b1526	b1502	18.621
b1507	b2604	18.621
b3783	b3258	18.621
b0676	b1867	18.621
b3521	b3696	18.621
b2697	b3190	18.619
