tf	target	weight
b2916	b2176	10.452
b4401	b2652	10.452
b1790	b1289	10.452
b3082	b3446	10.451
b0900	b2540	10.451
b3512	b3923	10.451
b0069	b0046	10.451
b0566	b0465	10.451
b1334	b1858	10.451
b0375	b1577	10.451
b3702	b2677	10.451
b0483	b1793	10.451
b2684	b3248	10.451
b1735	b1522	10.45
b0796	b3409	10.45
b2382	b2482	10.45
b2213	b3564	10.45
b1323	b3479	10.45
b4539	b1992	10.45
b4135	b2381	10.45
b0440	b1665	10.45
b2220	b4485	10.449
b3461	b4535	10.449
b0357	b2955	10.449
b2570	b2178	10.449
b2697	b0951	10.449
b0413	b4160	10.449
b3601	b4280	10.449
b1770	b2561	10.449
b4046	b1334	10.449
b3105	b4394	10.448
b0571	b0033	10.448
b2381	b4166	10.448
b0889	b0878	10.448
b2369	b2380	10.448
b4327	b4333	10.448
b0768	b0343	10.448
b4299	b3748	10.447
b3963	b3128	10.447
b4062	b2833	10.447
b2577	b3437	10.447
b1799	b0794	10.447
b0305	b0613	10.447
b3934	b3383	10.447
b1735	b0730	10.447
b0413	b0233	10.447
b3067	b3646	10.447
b1508	b3885	10.446
b4212	b0319	10.446
b2217	b1538	10.446
b2577	b3642	10.446
b3773	b4543	10.446
b3292	b1792	10.446
b2105	b4547	10.445
b1827	b3866	10.445
b1696	b1607	10.445
b1320	b0316	10.445
b2709	b2839	10.445
b0504	b1555	10.445
b1334	b2586	10.445
b1275	b3670	10.445
b0113	b0588	10.445
b2664	b4067	10.445
b1323	b1179	10.444
b2571	b1117	10.444
b2220	b1393	10.444
b4390	b3281	10.444
b1608	b1191	10.444
b0889	b1233	10.444
b4102	b2839	10.444
b1530	b0859	10.443
b3912	b1199	10.443
b1531	b2832	10.443
b3872	b2143	10.443
b1530	b3772	-10.443
b4018	b0478	10.443
b3515	b2112	10.443
b0330	b1349	10.442
b0504	b3589	10.442
b3906	b0018	-10.442
b2981	b2483	10.442
b4251	b1177	10.441
b1642	b0187	10.441
b2531	b1297	10.441
b3872	b0756	10.441
b3082	b2101	10.441
b3897	b2372	10.441
b2079	b1326	10.441
b2741	b1267	10.441
b2364	b3934	10.441
b4062	b3602	10.441
b1299	b1136	10.441
b3702	b1096	10.44
b4116	b4310	10.44
b1530	b3778	10.44
b2479	b3843	10.44
b3067	b3820	10.44
b3702	b0859	10.44
b2684	b2810	10.44
b3461	b4271	10.44
b3556	b3806	10.44
b3828	b0072	10.44
b1299	b3766	10.439
b0564	b4638	10.439
b0357	b0877	10.439
b0900	b0515	10.439
b1649	b4130	10.439
b1951	b1762	10.439
b0761	b0638	10.439
b1618	b0799	10.439
b0357	b0470	10.439
b2381	b2417	10.439
b2550	b0383	10.438
b0788	b0443	10.438
b3702	b0086	10.438
b1434	b2081	10.438
b0240	b4012	10.438
b2289	b4577	10.438
b1299	b3604	10.438
b0208	b2630	10.437
b2213	b0365	10.437
b2697	b2683	10.437
b1111	b0225	10.437
b2669	b1185	10.436
b3669	b2749	10.436
b3783	b0393	10.436
b0506	b1917	10.436
b2570	b2793	10.436
b0788	b0897	10.436
b1499	b0135	10.436
b2981	b3134	10.436
b4212	b4696	10.436
b4062	b1184	10.436
b0620	b0460	10.436
b0338	b0692	10.435
b0338	b0616	10.435
b4102	b2051	10.435
b2687	b1795	10.435
b2624	b0036	10.435
b3243	b2449	10.435
b0483	b0971	10.435
b3261	b3425	10.435
b2731	b3481	10.434
b0761	b0687	10.434
b0912	b0124	10.434
b1659	b3535	10.434
b1305	b0704	10.434
b3119	b4494	10.434
b1988	b2750	10.434
b1439	b3025	10.434
b2570	b2010	10.434
b3702	b2581	10.433
b4191	b4346	10.433
b0294	b1349	10.433
b2570	b2180	10.433
b2856	b2761	10.433
b4018	b3208	10.432
b0378	b3713	10.432
b4299	b0989	10.432
b3423	b2235	10.432
b3585	b3142	10.432
b3461	b3244	10.432
b3405	b2592	10.432
b3601	b2603	10.432
b1284	b1412	10.431
b0064	b2366	10.431
b1213	b4146	10.431
b1642	b4224	10.431
b0300	b2367	10.431
b1608	b1871	10.431
b3783	b0414	10.431
b3131	b4403	10.431
b0768	b1505	10.43
b4191	b1796	10.43
b1130	b3602	10.43
b4004	b4415	10.43
b0715	b0937	10.43
b3075	b3115	10.43
b0683	b1179	10.43
b2697	b0675	10.43
b0995	b0478	10.429
b4480	b4046	10.429
b1696	b1145	10.429
b1987	b4441	10.429
b1275	b1084	10.429
b3872	b3076	10.429
b3237	b1295	10.429
b4046	b3655	10.429
b4212	b4341	10.429
b3423	b3387	10.429
b2157	b3056	10.429
b2289	b4059	10.429
b4178	b1278	10.428
b2550	b4063	10.428
b3190	b2553	10.428
b0715	b2726	10.428
b4401	b0145	10.428
b0788	b0867	10.428
b3961	b3699	10.428
b1497	b4267	10.428
b4260	b1831	10.428
b2577	b1618	10.428
b1237	b0096	10.427
b4000	b1215	10.427
b3119	b4002	10.427
b2409	b0569	10.427
b0483	b2198	-10.427
b1221	b1968	10.427
b2213	b1280	10.427
b4694	b1535	10.427
b0889	b0109	10.427
b2837	b2757	10.426
b2248	b4196	10.426
b3973	b0055	10.426
b0571	b3993	10.426
b4694	b1489	10.426
b3520	b2255	10.426
b0629	b1353	10.425
b0566	b2438	10.425
b3210	b4036	10.425
b3190	b3789	10.425
b1696	b1960	10.425
b3082	b3348	10.425
b1739	b1444	10.425
b0113	b0402	10.424
b2105	b0959	10.424
b1790	b3040	10.424
b0357	b0757	10.424
b3461	b4547	10.424
b4133	b3770	-10.424
b3082	b4180	10.424
b1014	b0459	10.424
b0316	b1053	10.424
b0069	b0399	10.423
b0300	b0909	10.423
b4043	b2793	10.423
b0483	b0580	10.423
b3669	b4241	10.423
b0912	b1307	10.423
b1214	b2435	10.422
b4018	b2291	10.422
b3210	b0080	10.422
b4062	b4427	10.422
b3702	b3843	10.422
b0313	b2688	10.422
b2624	b1389	10.422
b2577	b1507	10.421
b4396	b3916	10.421
b2624	b1395	10.421
b4124	b4166	10.421
b1434	b2321	10.421
b3743	b3549	10.42
b4396	b3056	10.42
b1014	b4254	-10.419
b1595	b1494	10.419
b0715	b2068	10.419
b3131	b0156	10.419
b0357	b2970	10.418
b2667	b3010	10.418
b0683	b4222	10.418
b1323	b2822	10.418
b0020	b0564	10.418
b1237	b1340	10.418
b3711	b3334	10.418
b1356	b2605	10.418
b4694	b2253	10.417
b3521	b3890	10.417
b0440	b3149	10.417
b1570	b4602	10.417
b1323	b1399	10.417
b2479	b3212	10.416
b4000	b2498	10.416
b1659	b0577	10.416
b3669	b0819	10.416
b0435	b4547	10.416
b3226	b1905	10.416
b1526	b0062	10.416
b4393	b0780	10.415
b3243	b4458	10.415
b3601	b3895	10.415
b3264	b1552	10.414
b0694	b2077	10.414
b1696	b1820	10.414
b1508	b1219	10.414
b2856	b0702	10.414
b0447	b4385	10.414
b0995	b4588	10.414
b2981	b2373	10.414
b3105	b1056	10.413
b2382	b0123	10.413
b2405	b1595	10.413
b0483	b1284	10.413
b3783	b4146	10.413
b3226	b3040	10.413
b3842	b1632	10.413
b4340	b0475	10.413
b1439	b1343	10.413
b4113	b2756	10.413
b0272	b0283	10.413
b2382	b0201	10.413
b0629	b3711	10.413
b4102	b2248	10.413
b4260	b0088	10.413
b4300	b2856	10.412
b3574	b0822	10.412
b0796	b0377	10.412
b2573	b4544	10.412
b3118	b4181	10.412
b1014	b0201	10.412
b2193	b3441	10.412
b2382	b1157	10.412
b1659	b1688	10.412
b1659	b0879	10.412
b0330	b0933	10.411
b4299	b0597	-10.411
b4300	b4002	10.411
b2015	b1564	10.411
b1712	b2631	10.41
b3264	b4655	10.41
b0566	b1466	10.41
b3521	b3151	10.41
b1356	b1858	10.41
b4124	b3551	10.41
b3872	b3709	10.41
b3226	b3802	10.409
b3884	b3402	10.409
b0768	b0392	10.409
b0034	b1333	10.409
b1508	b1626	10.409
b4390	b3208	10.409
b3872	b4280	10.409
b2731	b1343	10.409
b1823	b1088	10.408
b1712	b0243	10.408
b0912	b1954	10.408
b3516	b2665	10.408
b1564	b1738	10.408
b0603	b4366	10.408
b0113	b4293	10.408
b4300	b4648	10.408
b3264	b0705	10.408
b4251	b1982	10.408
b3292	b2136	10.408
b3423	b3551	10.407
b3912	b2780	10.407
b3082	b4486	10.407
b1221	b4241	10.407
b3601	b4435	10.407
b4043	b3228	10.407
b2714	b0269	10.407
b0504	b0334	10.406
b2105	b4156	10.406
b0483	b3129	10.406
b0715	b1311	10.406
b2916	b3553	10.405
b4191	b4166	10.405
b2364	b3077	10.405
b4212	b4460	10.405
b3674	b1242	10.405
b3071	b3237	10.405
b3702	b0842	10.405
b0076	b1838	10.405
b0676	b1711	10.405
b1399	b2989	10.404
b2667	b1266	10.404
b0483	b4238	-10.404
b1951	b0901	10.404
b1320	b4090	10.404
b3131	b1271	10.404
b4300	b4526	10.403
b3219	b3446	10.403
b0889	b1824	10.403
b1507	b0475	10.403
b1506	b1319	10.403
b2667	b3155	10.403
b1323	b2417	10.402
b4018	b3546	10.402
b4396	b4428	10.402
b4133	b3457	-10.402
b1497	b1391	10.402
b4004	b2826	10.402
b0338	b3454	10.402
b4046	b3441	10.402
b1013	b4542	10.402
b2405	b0429	-10.401
b3674	b1562	10.401
b0483	b1641	10.401
b3292	b2420	10.401
b0318	b1411	10.401
b2709	b2981	10.4
b1658	b0635	10.4
b0483	b1909	10.4
b1284	b0557	10.4
b1356	b4036	-10.4
b0294	b0400	10.399
b2741	b0871	10.399
b4401	b3069	10.399
b1477	b1087	10.399
b0761	b4403	10.399
b3954	b2044	10.399
b2491	b0996	10.399
b2707	b0733	10.399
b4113	b1327	10.399
b1339	b3368	10.399
b3243	b1535	10.399
b3884	b0154	10.398
b1739	b0506	10.398
b1384	b2662	10.398
b1951	b1859	10.398
b0435	b1423	10.398
b0435	b0925	10.398
b2289	b2556	10.397
b4539	b1419	10.397
b2808	b1438	10.397
b1608	b3208	10.397
b3783	b2947	10.397
b0571	b1062	10.397
b1739	b3073	10.397
b4340	b0399	10.397
b3828	b1038	10.397
b1735	b1615	10.397
b1013	b0840	10.396
b2664	b1167	10.396
b2570	b0173	10.396
b2735	b4185	10.396
b0330	b0247	10.396
b3418	b2369	10.396
b1334	b3408	10.396
b1303	b3095	10.396
b1987	b4384	-10.396
b1450	b0964	10.395
b0564	b0020	10.395
b3410	b2673	10.394
b2571	b1084	10.394
b4264	b1843	10.394
b2079	b2502	10.394
b3743	b2947	10.394
b4300	b3504	10.394
b2837	b4555	10.394
b1111	b0460	10.393
b3438	b4401	10.393
b4393	b0122	10.393
b4191	b2971	10.393
b4089	b3552	10.393
b3753	b2250	10.393
b2980	b2664	10.393
b3601	b3727	10.393
b4124	b0759	10.393
b1595	b3142	10.393
b1275	b1768	10.393
b2869	b4237	10.393
b2664	b2542	10.392
b2213	b0694	10.392
b1594	b0380	10.392
b0715	b1581	10.392
b3938	b3698	10.392
b1531	b4372	10.392
b3828	b0073	10.392
b3405	b3458	-10.391
b0487	b1108	10.391
b1499	b3488	10.391
b4113	b4309	10.391
b2364	b3383	10.391
b4191	b3881	10.391
b3422	b2451	10.391
b4182	b0107	10.391
b1526	b0788	10.391
b4178	b2486	-10.39
b3906	b2854	10.39
b4178	b4409	10.39
b2921	b4631	10.39
b3357	b3887	10.389
b0564	b4660	10.389
b2289	b3688	10.389
b2531	b1753	-10.389
b3405	b4142	10.389
b3711	b4495	10.389
b4366	b3048	10.388
b1130	b0699	10.388
b2015	b0419	10.388
b2213	b4632	10.388
b1399	b1113	10.388
b0399	b0289	10.388
b4398	b2617	10.388
b4182	b4117	10.388
b1594	b4065	10.388
b4357	b1611	10.388
b3521	b4155	10.388
b3897	b0939	10.387
b2105	b1555	10.387
b3906	b0193	10.387
b1499	b1471	10.387
b3210	b0756	10.387
b3912	b2937	10.387
b1213	b2509	10.387
b1790	b2597	10.386
b2157	b4535	10.386
b3783	b0087	10.386
b3501	b0201	10.386
b2157	b2668	10.386
b1284	b0238	10.386
b3375	b4480	10.385
b0240	b3056	10.385
b4212	b1598	10.385
b1237	b1033	10.385
b3783	b0433	10.385
b3604	b0240	10.384
b4299	b1796	10.384
b2839	b2880	10.384
b0305	b2244	10.384
b2571	b2780	10.384
b2105	b4687	10.384
b0464	b2187	10.384
b2664	b4248	10.383
b0069	b2836	10.383
b4191	b0989	10.383
b3828	b0077	10.383
b0694	b0261	10.383
b1275	b0128	10.383
b1988	b0071	10.382
b4043	b0959	10.382
b3188	b2492	10.382
b3105	b1129	10.382
b1384	b0445	10.382
b3604	b3006	10.382
b3842	b2686	10.382
b1284	b1642	10.381
b3842	b0580	10.381
b1477	b1963	10.381
b0761	b3570	10.381
b3423	b2523	10.381
b4018	b4398	10.381
b1013	b0858	10.381
b1334	b2314	10.381
b4396	b4235	10.38
b2289	b1833	10.38
b0761	b0471	10.38
b3010	b2172	10.38
b4327	b4453	10.379
b3973	b1160	10.379
b4299	b3557	10.379
b2364	b2704	10.379
b0768	b4600	10.379
b1570	b2377	10.379
b2697	b3180	10.379
b1659	b1439	10.378
b1499	b0942	10.378
b3674	b1753	10.378
b1658	b1435	10.378
b3025	b3141	10.377
b0566	b1447	10.377
b1434	b2559	10.377
b3963	b0134	10.377
b4182	b1392	10.377
b2687	b1539	10.376
b2577	b2740	10.376
b2624	b3589	10.376
b4251	b3400	10.376
b4479	b1391	10.376
b1013	b0327	10.376
b3872	b0677	10.376
b1323	b3476	10.376
b2731	b0317	10.376
b1323	b3365	10.376
b1608	b0378	10.376
b2577	b2349	10.375
b2981	b2356	10.375
b1712	b1461	10.375
b1563	b1811	10.375
b0912	b0382	10.375
b2437	b1302	10.375
b0683	b3167	10.374
b1130	b1430	10.374
b3515	b2672	10.374
b0034	b2473	10.374
b1570	b1094	10.374
b3574	b3028	10.374
b2381	b0795	10.374
b1823	b0491	10.374
b1649	b4614	10.374
b1399	b1244	10.374
b2369	b0155	10.373
b4357	b0394	10.373
b3188	b2252	10.373
b3118	b2729	10.373
b2382	b1155	10.373
b0069	b0043	10.373
b3481	b4074	10.373
b1320	b2251	10.373
b4133	b3455	-10.373
b4182	b3880	10.373
b0900	b2353	10.373
b0357	b2960	10.373
b0240	b2586	10.372
b4393	b0239	10.372
b0345	b1483	10.372
b1696	b1320	10.372
b0683	b0721	10.372
b1221	b3887	10.372
b2399	b0794	10.372
b1531	b2187	10.372
b1526	b1301	10.372
b2687	b1962	10.371
b2667	b2859	10.371
b3569	b4090	10.371
b1739	b2572	10.371
b4113	b3271	10.371
b3082	b2106	10.37
b0240	b1847	-10.37
b0240	b4609	10.37
b3906	b3269	10.37
b0399	b1978	10.37
b1770	b0679	10.37
b1306	b0694	10.369
b2248	b0108	10.369
b1739	b0837	10.369
b4498	b4154	10.369
b0889	b1323	10.369
b0683	b2610	10.369
b0375	b0320	10.368
b0272	b4696	10.368
b3210	b2784	10.368
b1951	b0714	10.368
b1339	b2298	10.368
b0566	b0534	10.368
b0487	b1844	10.368
b3828	b3854	10.368
b2706	b4291	10.368
b2808	b1582	10.368
b2916	b0481	10.367
b0208	b0962	10.367
b3190	b3778	10.367
b3963	b2150	10.367
b4340	b2819	10.367
b1237	b0132	10.367
b3842	b1095	10.367
b3461	b4484	10.367
b0435	b1614	10.366
b3190	b1650	10.366
b0064	b4058	10.366
b1564	b1586	10.366
b4260	b3295	10.366
b2570	b3607	10.366
b0272	b0147	10.366
b3889	b1457	10.366
b2105	b1962	10.366
b4694	b2255	10.366
b3773	b4625	10.366
b4018	b3918	10.366
b3897	b0241	10.365
b2381	b3353	10.365
b0995	b0345	10.365
b1608	b0929	10.365
b0788	b2097	10.364
b0069	b1382	10.364
b0603	b2734	10.364
b2017	b1303	10.364
b4089	b3884	10.364
b2220	b4335	10.364
b4182	b2846	10.364
b3237	b0336	10.364
b3702	b0890	10.363
b3022	b0946	10.363
b0715	b3746	10.363
b3753	b4287	10.363
b3889	b0561	10.363
b0020	b3408	10.363
b3889	b2848	10.363
b1237	b2690	10.363
b4300	b2271	10.362
b4062	b4274	10.362
b2561	b1649	10.362
b3973	b0636	10.362
b1739	b2663	10.362
b0889	b0266	10.362
b1187	b1191	10.361
b0272	b0351	10.361
b3210	b3916	10.361
b2808	b0847	10.361
b4182	b0534	10.361
b2163	b3907	10.361
b3190	b1308	-10.361
b3219	b4012	10.361
b0305	b3142	10.361
b2839	b3529	10.36
b4357	b3009	10.36
b1305	b1268	10.36
b1506	b2409	10.36
b0076	b0709	10.36
b2105	b1639	10.36
b2561	b3645	10.36
b1530	b0447	10.36
b3604	b0610	10.359
b1303	b0791	10.359
b2248	b2652	10.359
b1799	b0882	10.359
b0676	b2328	10.358
b4191	b4647	10.358
b2369	b1929	10.358
b4357	b4087	10.358
b2213	b0567	10.358
b3082	b4267	10.358
b4694	b4439	10.358
b1951	b3918	10.357
b2550	b4274	10.357
b1595	b2760	10.357
b2217	b2293	10.357
b1526	b1311	10.357
b4046	b4166	10.356
b3423	b3706	10.356
b3410	b2863	10.356
b3264	b4625	10.356
b2220	b1389	10.356
b1201	b1309	10.356
b4102	b3269	10.356
b3357	b1817	10.355
b0069	b0862	10.355
b4401	b3094	10.355
b1526	b1793	10.355
b2213	b4270	10.355
b4264	b3161	10.355
b0623	b1777	10.354
b2105	b0551	10.354
b2213	b0803	10.354
b1014	b0033	-10.354
b0889	b2495	10.354
b0912	b1220	10.354
b0761	b2513	10.354
b1439	b4472	10.354
b2805	b3605	10.354
b3243	b4236	10.354
b1305	b0495	10.354
b3261	b0067	10.354
b1823	b0069	10.353
b1320	b0807	10.353
b0330	b1466	10.353
b1499	b0834	10.353
b3292	b1061	-10.353
b4182	b3333	10.353
b3094	b2795	10.353
b3226	b0800	10.352
b1040	b1057	10.352
b1618	b0564	10.352
b1013	b4040	10.352
b1507	b3263	10.352
b2869	b2754	10.352
b0294	b2629	10.352
b1916	b3424	10.351
b0338	b3457	10.351
b2980	b3544	10.351
b3520	b1985	10.351
b4133	b3905	10.351
b4089	b3962	10.351
b1339	b1155	10.351
b3889	b3270	10.351
b4300	b2778	10.351
b0676	b3790	10.35
b3210	b0214	10.35
b1696	b0208	10.35
b2577	b2646	10.35
b4264	b2441	10.35
b1399	b0382	10.35
b2570	b1857	10.35
b4251	b1604	10.349
b2684	b4199	-10.349
b1530	b0405	10.349
b3569	b3675	10.349
b3118	b3060	10.349
b3105	b4180	10.349
b3604	b0150	10.349
b2573	b2671	10.349
b4396	b4406	10.349
b0629	b4494	10.349
b3601	b1221	10.348
b3868	b2078	10.348
b1450	b0925	10.348
b0912	b2301	10.348
b2573	b1450	10.348
b4251	b0946	10.348
b0912	b1033	10.348
b4396	b0867	10.348
b0272	b0573	10.348
b0294	b4181	10.348
b1187	b1015	10.347
b0683	b3985	10.347
b3226	b1609	10.347
b0761	b2516	10.347
b1988	b2675	10.347
b1014	b1747	10.347
b2163	b2046	10.347
b3601	b3473	10.347
b3669	b0002	10.347
b0300	b1432	10.347
b1303	b2168	10.346
b3783	b0420	10.346
b2491	b3532	10.346
b2981	b3901	10.346
b4133	b3769	-10.346
b2731	b0992	10.346
b0817	b0226	10.346
b2741	b3362	10.346
b4251	b3401	10.346
b0487	b1064	10.346
b1799	b1635	10.346
b1422	b1137	10.346
b3868	b3589	10.345
b0730	b1625	10.345
b0318	b0900	10.345
b0208	b1280	10.345
b1187	b4523	10.345
b0995	b3895	10.345
b1969	b4535	10.345
b1422	b2531	10.345
b3684	b0252	10.345
b1040	b1704	10.345
b0240	b2291	10.345
b3075	b3242	10.345
b1213	b3360	10.345
b1530	b4013	-10.345
b2706	b4470	10.344
b0435	b0382	10.344
b2157	b1610	10.344
b3669	b0003	10.344
b4133	b4559	10.344
b1570	b1869	10.344
b0603	b4552	10.344
b3422	b2544	10.344
b0715	b1985	10.343
b0571	b3941	10.343
b3569	b3145	10.343
b1618	b3748	10.343
b0912	b0480	10.343
b1642	b1766	10.343
b4393	b3823	10.343
b0064	b3351	10.342
b0840	b1606	10.342
b1988	b2751	10.342
b3261	b2113	10.342
b0694	b0572	10.341
b2837	b2874	10.341
b1658	b0737	10.341
b3743	b3857	10.341
b3884	b4551	10.341
b1540	b3842	10.341
b1696	b1675	10.341
b3912	b1765	10.341
b0487	b1241	10.341
b3963	b3513	-10.341
b4340	b3744	10.341
b0761	b2901	10.341
b2105	b1363	10.34
b2839	b3872	10.34
b1642	b2016	10.34
b2248	b3642	10.34
b2669	b2435	10.34
b3481	b4488	10.34
b1608	b0080	10.34
b0064	b1421	10.34
b2697	b1418	10.34
b3060	b4133	10.339
b0683	b0244	10.339
b2714	b1270	10.339
b2437	b0774	10.339
b2856	b3101	10.339
b2491	b4210	10.339
b1201	b1775	10.339
b2015	b2171	-10.338
b3461	b4039	10.338
b0034	b3507	10.338
b2573	b0486	10.338
b3773	b4060	10.338
b0318	b0703	10.338
b3842	b0971	10.338
b1508	b3537	10.337
b3075	b3241	10.337
b2382	b2872	10.337
b3071	b3465	10.337
b0378	b0031	10.337
b0571	b1601	10.337
b0330	b1694	10.337
b1618	b2875	10.337
b2570	b4137	10.337
b4401	b2168	10.337
b1531	b0684	10.336
b4178	b2181	10.336
b2220	b1518	10.336
b2437	b1645	10.336
b2741	b0146	10.336
b2381	b3147	10.336
b4191	b2759	10.336
b0399	b0036	10.335
b0487	b3429	10.335
b3783	b4051	-10.335
b3912	b0452	10.335
b4327	b4184	10.335
b1499	b3050	10.335
b2479	b2779	10.335
b2735	b2709	10.335
b3963	b2745	10.334
b0912	b1448	10.334
b2741	b0857	10.334
b1540	b1363	10.334
b0796	b3292	10.334
b4393	b1113	10.334
b4694	b1959	10.334
b0240	b4046	10.334
b4393	b2716	10.334
b1696	b3660	10.334
b0316	b3338	10.333
b2157	b4445	10.333
b3438	b2475	10.333
b1608	b0482	10.333
b3684	b2059	10.333
b3711	b2274	10.333
b2856	b3173	10.332
b2916	b2325	10.332
b3897	b4632	10.332
b1531	b4150	10.332
b4113	b4450	10.332
b3674	b4277	10.332
b0113	b3288	10.332
b4357	b4195	10.332
b2105	b0528	10.331
b1497	b4364	10.331
b3105	b2598	10.331
b0571	b0770	10.331
b4062	b3163	10.331
b1507	b0990	10.331
b1477	b0786	10.331
b4299	b4116	10.33
b3264	b2943	10.33
b2669	b2104	10.33
b2550	b4588	10.33
b1450	b0488	10.33
b1969	b1332	10.33
b3963	b3091	10.33
b0069	b1345	10.329
b4118	b2365	10.329
b4327	b1110	10.329
b4260	b2829	10.329
b0483	b2204	-10.329
b3783	b1822	10.329
b0761	b1811	10.329
b2684	b3789	10.329
b2869	b2326	-10.329
b0378	b0876	10.329
b1540	b2378	10.329
b2437	b1362	10.329
b3264	b2075	10.328
b3516	b0925	10.328
b1823	b0928	10.328
b0113	b3492	10.328
b1508	b2291	10.328
b3423	b0630	10.328
b1237	b4440	10.328
b0620	b1663	10.328
b0020	b1833	10.327
b1014	b1746	10.327
b1530	b0142	10.327
b3574	b4442	10.327
b0357	b1629	10.327
b3094	b4167	10.326
b0566	b0832	10.326
b2550	b1985	10.326
b2193	b3487	10.326
b2669	b3552	10.326
b4251	b0490	10.326
b2151	b3773	10.326
b1790	b0281	10.325
b0483	b1712	10.325
b1111	b3292	10.325
b4133	b4215	10.325
b0375	b1542	10.325
b4295	b3157	10.325
b0620	b1811	10.325
b4089	b2902	10.325
b0889	b4022	10.325
b4366	b3120	10.325
b0034	b0123	10.325
b0840	b1715	10.325
b1530	b0464	10.325
b3501	b0297	10.324
b0375	b1377	10.324
b3094	b3663	10.324
b3082	b1160	10.324
b2105	b1675	10.324
b1399	b2149	10.323
b1564	b2936	10.323
b3010	b3777	10.323
b3753	b4298	10.323
b0676	b2954	10.323
b3219	b2085	10.323
b4479	b2399	10.323
b3669	b3410	10.323
b0345	b4016	10.323
b2163	b3564	10.323
b2667	b3351	10.323
b0683	b4043	10.323
b3022	b3040	10.322
b2837	b3421	10.322
b1111	b0001	10.322
b1540	b1162	10.322
b4000	b2294	10.322
b1450	b1328	10.322
b1275	b0104	10.322
b1594	b1820	10.322
b4062	b3179	10.321
b1422	b2210	10.321
b3961	b0196	10.321
b0357	b3057	10.321
b0020	b4492	10.321
b1696	b2076	10.321
b3905	b3422	10.321
b2714	b1412	10.32
b0345	b3342	-10.32
b1399	b0239	10.32
b1770	b0902	10.32
b4398	b1550	10.32
b4116	b4003	10.32
b4396	b4252	10.319
b1649	b1303	10.319
b0487	b1837	10.319
b0566	b0137	10.319
b3521	b4319	10.319
b4124	b3713	10.319
b1328	b1643	10.319
b4366	b4451	10.319
b2837	b3483	10.319
b0330	b2341	10.319
b1111	b1790	10.319
b3674	b4197	10.318
b3105	b1270	10.318
b2856	b1456	10.318
b3188	b4356	10.318
b2537	b1057	10.318
b1237	b2630	10.318
b0346	b1487	10.318
b0162	b3531	10.318
b0796	b3599	10.318
b1422	b2638	10.318
b1014	b3654	-10.317
b3105	b0386	10.317
b4398	b0215	10.317
b0504	b0514	10.317
b1237	b3402	10.317
b3783	b0633	10.316
b2921	b0164	10.316
b2369	b4517	10.316
b4182	b4476	10.316
b0995	b2831	10.316
b3963	b0553	10.315
b0113	b1961	10.315
b2015	b1743	10.315
b1696	b4408	10.315
b3556	b4150	10.315
b4062	b4655	10.315
b2741	b2302	10.315
b1530	b2321	10.315
b1214	b3169	10.315
b0113	b2685	10.315
b3783	b2156	10.315
b0300	b4299	10.315
b2667	b4566	10.315
b1275	b1180	10.314
b1303	b0163	10.314
b2669	b3397	10.314
b2289	b4687	10.314
b1987	b1963	10.314
b2706	b2201	10.314
b0208	b1307	10.314
b1735	b4486	10.314
b1570	b1180	10.313
b0020	b2782	10.313
b1712	b0957	10.313
b1620	b3773	10.313
b1659	b0900	10.313
b0900	b0544	10.313
b0900	b2473	10.313
b2869	b0307	10.313
b0346	b0728	10.312
b0623	b2079	10.312
b1526	b1699	10.312
b3963	b0458	10.312
b1450	b2573	10.312
b4182	b4198	10.312
b0571	b2807	10.311
b4340	b4543	10.311
b4251	b0565	10.311
b0435	b2086	10.311
b3906	b4117	10.311
b4182	b0040	10.311
b4135	b4217	10.311
b3075	b3083	10.311
b3938	b3865	10.311
b3461	b3427	10.311
b0113	b3005	10.311
b1384	b2661	10.311
b2127	b3097	10.31
b2669	b3728	10.31
b1642	b1843	10.31
b3131	b0166	10.31
b1334	b3601	10.31
b3684	b4117	10.31
b0564	b2759	10.309
b4300	b3693	10.309
b1988	b0074	10.309
b2491	b2774	10.309
b2550	b3046	10.309
b1299	b1112	10.309
b2561	b4278	10.309
b1658	b0527	10.309
b1328	b3105	10.309
b3520	b1505	10.309
b2381	b2599	10.308
b3119	b4365	10.308
b2573	b1713	10.308
b2808	b1663	10.308
b1439	b2194	10.308
b4018	b2901	10.307
b3783	b0890	10.307
b4212	b0061	10.307
b4102	b2048	10.307
b3601	b2419	10.307
b4340	b4253	10.307
b0435	b4529	10.307
b0330	b0521	10.306
b2127	b1724	10.306
b3025	b3383	10.306
b4062	b1061	10.306
b3405	b1321	10.306
b0623	b2587	10.306
b3410	b0792	10.305
b1384	b1399	10.305
b2437	b0117	10.305
b0378	b0088	10.305
b2839	b0771	10.305
b1434	b1363	10.305
b0912	b1480	10.305
b1770	b0160	10.305
b1306	b3103	10.304
b1013	b2106	10.304
b3516	b1619	10.304
b0345	b2074	10.304
b0113	b0893	10.304
b3897	b2462	10.304
b3082	b1877	10.304
b0346	b2597	10.304
b0506	b1647	10.303
b4046	b2289	10.303
b2405	b0235	10.303
b3828	b1121	10.303
b2624	b2776	10.303
b3119	b3079	10.303
b4191	b4065	10.302
b4178	b4059	10.302
b2193	b2205	10.302
b1305	b0119	10.302
b1988	b2752	10.302
b4089	b4321	10.302
b0796	b3486	10.302
b1508	b1826	10.302
b3884	b3820	10.301
b2707	b2605	10.301
