tf	target	weight
b4043	b2616	3413.283
b4043	b1061	3323.011
b4043	b0958	3270.35
b4043	b3645	3242.395
b4043	b1183	3230.228
b4043	b0231	3119.173
b4043	b0779	3103.415
b4043	b2698	3067.702
b4043	b1847	3000.486
b4043	b4043	2732.874
b1658	b1062	2704.556
b1658	b2557	2685.99
b1658	b1849	2671.115
b1658	b0522	2622.824
b1658	b0336	2621.063
b1658	b2499	2609.977
b1658	b2312	2605.108
b1658	b3654	2561.133
b4043	b1741	2542.43
b4043	b0799	2521.046
b1658	b4244	2503.849
b4043	b3813	2365.776
b4043	b1728	2358.267
b4043	b4347	2346.774
b1658	b4005	2079.205
b1658	b0945	2033.522
b1658	b0032	2030.329
b0683	b4367	1937.168
b0683	b1452	1906.875
b0683	b1252	1902.173
b0683	b1705	1883.179
b0683	b0591	1869.657
b0683	b3337	1865.453
b0683	b3005	1830.714
b0683	b0468	1791.051
b0683	b0588	1780.626
b0683	b0150	1745.117
b0683	b3070	1737.919
b0683	b1018	1721.594
b4043	b1861	1639.804
b1658	b4064	1632.26
b0683	b4292	1591.3
b3237	b0860	1577.707
b3237	b2818	1567.923
b3237	b4254	1566.497
b0683	b4567	1564.674
b3237	b3359	1564.125
b3237	b3172	1560.344
b3237	b0273	1533.457
b0683	b0593	1510.572
b4043	b1860	1502.313
b3237	b3958	1480.169
b0683	b2211	1469.739
b1658	b2476	1310.561
b4043	b4058	1300.237
b3938	b3941	1254.583
b4043	b4059	1193.573
b3938	b4013	1183.004
b0683	b1102	1148.44
b3938	b3008	1097.068
b0683	b0804	1069.031
b1658	b4246	1015.741
b3938	b0197	1003.006
b0683	b2155	993.606
b0683	b0585	932.702
b1658	b2500	887.238
b1658	b1658	867.553
b4043	b0060	785.968
b3237	b0750	747.621
b0683	b1451	731.46
b0683	b4287	729.53
b4043	b4044	720.003
b1658	b2313	696.477
b1658	b3714	689.968
b3512	b3517	683.091
b4043	b1848	681.467
b3512	b1492	676.086
b3237	b3661	675.136
b3237	b3829	670.813
b1658	b0523	645.701
b1658	b4006	642.145
b3237	b3957	635.127
b3512	b3511	634.55
b4043	b2009	625.166
b3418	b4035	603.889
b3418	b3416	581.783
b4043	b2699	581.2
b3418	b4032	579.104
b3938	b3829	557.639
b3938	b0600	556.37
b0683	b2673	556.369
b3938	b0754	546.854
b0683	b2392	545.125
b1658	b2497	521.726
b3512	b3508	516.736
b3512	b3506	516.194
b3938	b0599	512.065
b0683	b1494	507.612
b4043	b0798	505.659
b1334	b1223	503.463
b1334	b3365	492.72
b0683	b4582	492.564
b3512	b3512	464.569
b0683	b3908	453.826
b3938	b3828	448.996
b0683	b0583	447.184
b3938	b0260	436.372
b1658	b4024	424.391
b0683	b4293	421.258
b1334	b1224	409.614
b0683	b0151	406.485
b3938	b2942	400.913
b0683	b0755	399.018
b3237	b3941	397.818
b4043	b3832	396.218
b1334	b2579	394.247
b3938	b4254	389.941
b1892	b1937	386.259
b1891	b1937	386.259
b0080	b3612	380.593
b0683	b2210	378.099
b3512	b3516	374.943
b3423	b2241	374.674
b1334	b3158	366.672
b3516	b3517	364.576
b1892	b1878	362.098
b1891	b1878	362.098
b3423	b3926	356.462
b4043	b4613	353.62
b0080	b3916	351.88
b3423	b2239	351.699
b3423	b3426	350.359
b3512	b3515	345.444
b0080	b3919	341.796
b3516	b1492	337.5
b4043	b1846	337.32
b1892	b1938	333.175
b1891	b1938	333.175
b1892	b1904	330.424
b1891	b1904	330.424
b0080	b1817	330.02
b3938	b3939	329.834
b3516	b3508	327.016
b1334	b0621	323.001
b1334	b1256	322.925
b1334	b3476	312.759
b3516	b3506	309.193
b1658	b0907	308.683
b3237	b2838	306.871
b4043	b4520	306.061
b3512	b3507	301.455
b2731	b2725	299.882
b1334	b0919	296.758
b3515	b3511	296.42
b3515	b3517	293.51
b3515	b3508	291.918
b4043	b0232	286.563
b1892	b1070	286.339
b1891	b1070	286.339
b1892	b1921	283.726
b1891	b1921	283.726
b3516	b3511	283.563
b1334	b1593	282.216
b3237	b2913	279.067
b3515	b3506	278.126
b3418	b4239	277.3
b4043	b4618	277.264
b2105	b2106	274.475
b3938	b0775	273.264
b2105	b2105	271.59
b3938	b0198	270.55
b0683	b1679	267.658
b3237	b4244	267.263
b4043	b1137	259.755
b3512	b4377	255.102
b1658	b3823	254.432
b1187	b0221	253.44
b3237	b0032	253.218
b1334	b0873	251.583
b4043	b3461	249.883
b1892	b1082	249.217
b1891	b1082	249.217
b1334	b3573	245.531
b3515	b1492	244.983
b1658	b2156	242.895
b0683	b0584	242.454
b4043	b1146	241.154
b1275	b2762	240.273
b4401	b2980	239.517
b2731	b2713	237.402
b1892	b1923	236.932
b1891	b1923	236.932
b1334	b0903	236.822
b1658	b3990	235.613
b0080	b2388	231.139
b1275	b2750	230.857
b3237	b1265	230.224
b1658	b2509	228.372
b1334	b2111	226.934
b3237	b3774	225.471
b1892	b1924	224.662
b1891	b1924	224.662
b1275	b1287	224.231
b3237	b3523	223.208
b1892	b1073	221.984
b1891	b1073	221.984
b0683	b1056	221.368
b0683	b0805	220.219
b1892	b1072	219.897
b1891	b1072	219.897
b3516	b3512	219.34
b0683	b1019	219.265
b0506	b0505	219.079
b0080	b2925	217.661
b1892	b1194	216.848
b1891	b1194	216.848
b4043	b0233	211.225
b3516	b0485	209.709
b0080	b1779	208.367
b3418	b4037	208.021
b1187	b4216	206.532
b1334	b4070	204.912
b3418	b2903	204.578
b3237	b4013	204.562
b3512	b0999	203.433
b0506	b0504	203.263
b0338	b0338	202.553
b1892	b3525	199.034
b1891	b3525	199.034
b3237	b3008	195.683
b1334	b0992	195.296
b4401	b4069	194.62
b0683	b0594	194.566
b3512	b4187	194.137
b1187	b2341	193.848
b4401	b3081	193.358
b4401	b1422	191.282
b1275	b2414	190.171
b3237	b3454	187.75
b4191	b4192	187.645
b2427	b2427	186.546
b1658	b0908	185.043
b4401	b1415	184.636
b3938	b0199	184.127
b0683	b0592	182.108
b3418	b0268	181.55
b1187	b3081	181.429
b3237	b3960	180.933
b4118	b4119	180.213
b3512	b0485	179.918
b0683	b0314	179.122
b2731	b4079	178.98
b0683	b0311	178.4
b1892	b1566	176.547
b1891	b1566	176.547
b3237	b3460	174.444
b4401	b1611	173.683
b3438	b4268	173.618
b1658	b0033	172.303
b1334	b2343	172.127
b4401	b2341	171.807
b3512	b1000	171.002
b3512	b3491	169.612
b0080	b2293	168.798
b0080	b1780	168.571
b0683	b0589	168.289
b4401	b2537	166.406
b2731	b0972	166.198
b4401	b0598	165.555
b3357	b2964	164.545
b1275	b2012	162.86
b1187	b2980	162.409
b3938	b0075	162.237
b1892	b4355	161.079
b1891	b4355	161.079
b1892	b1881	160.104
b1891	b1881	160.104
b1892	b1081	159.252
b1891	b1081	159.252
b3237	b1761	158.922
b4043	b0225	158.377
b3237	b3959	158.044
b4118	b4118	157.98
b4401	b0346	157.329
b2731	b2718	156.494
b0080	b3356	155.083
b1334	b1757	153.916
b0487	b0123	153.874
b3357	b1520	151.575
b3938	b0907	150.982
b4393	b1265	150.211
b3237	b0075	150.091
b3357	b2143	149.794
b0338	b0339	149.376
b3357	b0124	147.731
b4401	b1189	147.729
b2427	b2428	147.439
b3418	b4055	147.335
b1892	b1926	147.199
b1891	b1926	147.199
b3357	b3831	147.147
b4043	b0226	145.706
b1334	b2202	145.581
b3515	b3507	144.957
b4401	b0221	144.715
b1275	b2421	144.459
b1658	b3715	143.991
b4043	b2899	143.879
b3515	b3512	141.279
b3357	b1112	140.209
b1299	b1298	139.74
b2193	b3365	139.597
b4043	b2782	138.899
b3938	b0200	138.891
b3438	b4265	138.684
b3515	b0485	138.419
b3357	b3707	138.364
b3237	b0801	137.917
b3515	b3516	137.328
b3357	b2844	137.066
b4401	b2463	136.716
b4401	b1777	136.263
b0487	b0484	135.645
b1658	b2600	134.251
b3357	b2151	133.92
b4043	b1021	133.623
b1892	b1944	132.893
b1891	b1944	132.893
b4191	b4194	132.125
b4401	b1384	130.875
b1275	b1729	130.506
b0730	b0731	130.132
b3418	b2902	129.93
b1334	b1474	129.433
b4401	b1805	129.268
b3516	b3516	129.234
b1299	b1297	128.881
b4401	b2310	128.286
b0683	b4490	128.166
b0683	b0822	127.323
b1334	b4379	127.204
b4043	b1184	127.16
b0683	b3006	127.014
b3357	b1528	126.978
b2731	b2717	126.851
b1892	b1044	126.691
b1891	b1044	126.691
b1334	b1750	126.542
b1892	b4109	126.111
b1891	b4109	126.111
b4396	b3035	122.7
b4401	b4227	122.65
b0683	b1496	122.329
b3237	b0112	121.939
b3516	b0999	121.389
b0080	b3697	120.469
b1334	b0896	120.051
b4401	b1020	120.033
b4401	b2844	119.881
b4043	b0278	119.627
b3516	b4187	119.444
b4043	b0221	118.616
b1334	b1906	118.394
b0506	b0508	118.152
b1334	b2292	117.574
b3516	b3515	116.926
b3418	b0651	114.515
b1334	b2726	113.859
b0487	b0122	113.663
b3357	b2364	113.642
b4043	b4396	112.555
b1658	b4245	112.525
b1658	b0775	112.344
b0506	b0507	112.279
b0817	b0812	111.746
b4401	b3820	111.74
b4043	b1157	111.625
b1658	b2508	111.184
b3423	b2702	110.869
b3357	b1594	110.407
b0506	b0825	110.085
b3515	b3491	109.636
b3423	b4239	109.321
b1334	b4334	109.305
b3938	b3940	108.83
b3938	b2818	108.817
b0080	b2167	107.85
b3516	b3513	107.619
b3516	b3507	107.446
b4046	b1858	107.322
b1658	b2551	107.162
b4046	b1855	106.918
b0080	b1101	106.47
b0683	b3408	105.47
b3743	b3744	105.331
b0506	b0823	104.47
b3418	b3925	104.443
b0080	b2133	104.398
b3357	b0679	103.834
b4043	b1770	103.773
b3423	b3708	103.696
b1658	b1286	103.615
b3357	b0459	103.332
b3938	b0077	103.231
b3357	b3243	102.507
b3938	b0273	102.492
b1658	b3955	102.172
b0683	b0586	102.054
b3938	b3957	101.839
b4401	b0721	101.602
b0730	b0730	101.521
b3237	b4019	101.356
b3423	b3221	101.269
b1334	b0904	101.024
b4043	b0800	100.85
b1658	b2507	100.768
b0113	b0890	100.669
b4401	b2148	100.138
b4401	b3995	100.023
b0080	b2927	99.983
b0683	b0590	99.417
b1892	b1760	99.278
b1891	b1760	99.278
b3512	b3509	99.276
b1334	b2957	98.719
b3515	b3515	98.214
b3938	b3212	96.891
b4043	b2670	96.673
b1658	b1287	96.284
b3357	b3748	96.13
b1187	b2323	96.108
b0080	b2007	95.69
b0080	b2168	95.667
b3357	b3872	95.569
b4191	b4193	95.281
b3934	b3831	94.879
b1658	b0874	94.721
b4401	b3962	94.532
b4043	b1164	94.491
b3512	b3513	94.408
b1334	b1541	93.989
b2731	b2726	93.813
b3237	b0197	93.527
b1334	b3156	93.395
b4401	b1136	93.286
b3357	b2125	93.243
b3237	b3824	93.108
b4396	b0761	93.043
b3357	b3934	93.008
b3938	b2600	92.351
b4043	b0277	91.748
b4043	b4322	91.586
b4401	b3603	91.538
b1507	b1508	91.444
b1508	b1508	91.444
b3357	b1621	90.757
b4396	b0762	90.703
b4401	b3528	90.676
b2193	b1223	90.592
b4043	b2577	90.575
b4043	b1144	90.43
b4393	b1260	90.213
b1334	b3745	90.1
b2193	b1224	89.862
b0620	b0619	89.688
b3743	b3743	89.254
b0683	b1495	89.197
b0399	b0570	89.013
b4178	b4209	88.85
b3357	b3238	88.507
b3357	b3528	88.397
b3357	b0610	88.316
b4043	b3107	88.081
b1658	b2942	87.978
b0683	b0153	87.656
b3357	b4060	87.611
b3357	b4381	87.357
b4401	b2342	87.091
b1187	b2344	86.867
b4264	b4268	86.664
b3515	b4187	86.538
b3516	b3491	86.511
b3357	b4265	86.313
b1642	b1182	86.251
b3934	b3934	86.121
b1187	b0443	85.791
b0683	b4288	85.674
b4401	b4216	85.657
b0113	b0052	85.462
b3515	b0999	85.345
b3418	b3571	85.325
b4401	b1298	85.237
b2213	b2212	84.936
b3938	b2154	84.762
b1334	b2197	84.585
b3357	b2943	84.364
b3060	b3060	84.277
b1187	b2324	84.274
b1658	b0273	84.182
b3357	b0268	84.127
b4043	b0401	84.038
b4178	b2732	83.356
b4401	b1297	82.983
b3357	b2141	82.931
b4043	b1023	82.586
b3357	b0802	82.452
b1658	b3994	82.418
b0683	b0168	82.406
b3357	b4268	82.03
b4043	b3157	81.514
b4043	b0234	81.489
b3569	b3566	80.252
b3357	b4090	80.151
b3934	b4381	79.951
b3515	b3513	79.945
b2193	b2709	79.128
b4178	b2552	79.1
b0330	b0330	79.018
b1507	b1507	78.675
b1508	b1507	78.675
b3438	b4266	78.379
b1892	b0763	78.105
b1891	b0763	78.105
b3938	b0750	78.049
b3357	b4139	77.549
b1892	b1950	77.427
b1891	b1950	77.427
b1334	b3942	77.31
b3237	b0077	77.07
b2213	b2069	76.936
b4401	b1744	76.912
b0995	b0996	76.468
b1658	b0337	75.803
b4401	b0118	75.553
b1275	b0365	75.262
b4043	b1060	75.24
b3938	b3213	74.896
b3237	b3990	74.734
b0080	b2563	74.591
b1334	b0836	74.576
b0506	b0587	74.471
b2105	b1553	74.442
b2105	b2245	74.287
b2193	b4070	74.129
b3423	b3925	74.002
b4401	b2344	73.748
b3357	b3020	73.666
b3938	b0113	73.613
b0080	b3495	73.32
b0399	b0572	73.288
b1275	b2422	73.142
b0080	b1613	73.056
b4043	b1156	72.954
b3418	b0403	72.866
b3938	b3960	72.153
b1303	b1303	71.766
b1187	b2342	71.75
b1892	b1079	71.308
b1891	b1079	71.308
b4043	b0227	71.024
b3418	b4381	70.808
b2213	b4187	70.802
b1892	b1074	70.661
b1891	b1074	70.661
b1334	b0872	70.019
b1658	b1704	69.943
b4264	b4265	69.917
b3357	b3221	69.885
b1892	b1742	69.879
b1891	b1742	69.879
b3357	b2365	69.854
b3423	b2148	69.719
b4043	b0217	69.666
b1275	b1275	69.637
b4043	b4297	69.61
b1275	b3661	69.285
b0620	b0620	69.064
b3938	b3958	68.911
b4396	b4396	68.787
b1988	b1761	68.651
b3423	b0651	68.487
b3912	b3911	68.485
b3418	b2239	68.454
b3515	b4377	67.804
b4401	b0311	67.688
b3357	b3364	67.61
b3418	b2148	67.425
b2193	b3476	67.358
b4043	b4397	67.286
b1187	b2535	66.981
b1658	b2103	66.4
b3938	b3460	66.315
b0620	b2108	66.281
b3516	b1679	66.074
b3357	b0822	65.714
b4043	b1138	65.614
b3357	b4299	65.551
b4062	b2895	65.55
b0995	b0995	65.381
b0413	b2234	65.292
b4043	b0294	65.215
b4043	b0959	65.081
b3938	b3769	64.97
b3418	b3037	64.687
b3357	b4055	64.585
b0817	b3102	64.366
b3516	b1000	64.35
b3357	b3599	64.01
b3357	b4321	63.979
b3237	b2600	63.924
b0080	b0733	63.881
b3516	b3509	63.778
b0730	b0732	63.757
b3357	b1853	63.686
b0399	b1384	63.678
b3938	b0777	63.634
b3357	b3241	63.531
b0506	b0317	63.474
b0399	b1422	63.027
b4043	b1623	63.022
b4401	b0314	62.976
b0761	b4381	62.866
b1658	b0068	62.817
b2213	b2068	62.606
b2193	b0872	62.453
b4043	b1257	61.892
b3357	b1111	61.801
b3938	b2913	61.741
b3938	b0774	61.708
b4401	b3451	61.677
b2731	b2719	61.567
b3357	b3418	61.532
b3357	b1498	61.497
b2213	b2213	61.347
b4401	b3449	61.134
b4396	b3031	60.885
b3938	b3172	60.62
b4004	b4002	60.358
b4401	b3672	60.347
b4191	b4266	60.311
b0399	b2980	60.31
b3961	b4567	60.271
b3357	b2735	60.209
b4043	b1618	60.093
b2531	b1679	59.996
b0683	b1057	59.984
b1334	b1333	59.93
b1658	b3008	59.913
b3357	b4213	59.847
b3938	b2152	59.8
b2684	b0464	59.559
b1334	b1226	59.526
b2193	b1474	59.072
b0683	b2749	58.903
b4004	b4003	58.813
b2193	b2711	58.708
b0620	b0716	58.675
b3060	b3061	58.587
b1334	b3479	58.373
b0683	b0597	58.258
b3556	b2231	58.196
b1334	b3945	58.188
b3357	b2597	58.149
b1334	b2110	58.113
b0817	b1953	58.11
b3961	b4367	57.954
b0506	b0318	57.808
b3357	b1685	57.79
b1658	b0776	57.738
b1275	b2013	57.627
b4043	b2343	57.619
b0620	b0563	57.574
b2079	b2074	57.519
b4046	b1660	57.482
b4046	b1659	57.482
b1892	b1922	57.43
b1891	b1922	57.43
b1892	b1880	57.268
b1891	b1880	57.268
b1275	b0933	57.213
b1892	b1947	57.164
b1891	b1947	57.164
b4043	b0956	57.133
b4401	b1056	57.015
b4118	b2877	56.992
b3938	b1265	56.857
b0338	b0340	56.826
b0620	b3861	56.806
b4043	b3025	56.756
b4043	b1477	56.659
b0330	b0331	56.1
b3357	b1137	56.002
b1013	b1013	55.997
b3938	b3454	55.924
b1334	b4380	55.917
b3357	b2448	55.758
b3237	b2307	55.653
b3934	b0411	55.592
b1334	b1751	55.59
b4401	b0380	55.508
b1658	b0931	55.43
b0620	b0645	55.4
b0817	b1235	55.305
b1334	b3159	55.269
b0113	b0081	55.265
b4062	b2893	55.246
b3357	b3416	55.008
b0817	b1195	54.916
b0683	b2686	54.872
b1303	b1304	54.839
b3094	b3091	54.287
b0345	b0342	54.242
b1334	b3478	54.23
b4043	b1810	54.076
b0817	b3474	54.061
b1187	b0954	53.891
b3131	b3131	53.859
b0399	b0397	53.633
b1563	b1565	53.623
b1564	b1565	53.623
b0683	b0466	53.571
b2193	b1256	53.557
b3516	b3967	53.553
b1334	b0894	53.531
b3938	b0860	53.478
b3237	b4024	53.265
b1658	b0067	53.064
b4401	b2587	52.809
b0683	b0126	52.697
b3938	b0071	52.688
b3938	b3523	52.682
b2731	b1224	52.342
b4043	b0009	52.339
b3912	b4484	52.18
b4043	b0458	52.175
b4191	b3883	52.056
b1334	b2966	52.036
b3357	b2426	51.86
b4260	b4261	51.672
b0683	b1324	51.539
b3357	b3093	51.502
b2193	b1587	51.49
b3357	b3403	51.489
b4396	b3030	51.414
b3961	b0591	51.36
b4043	b2181	51.073
b0995	b3511	50.954
b0995	b3506	50.954
b0995	b3517	50.954
b0620	b2625	50.89
b0399	b0399	50.827
b3357	b2796	50.756
b4043	b2006	50.621
b2427	b2429	50.596
b0069	b0069	50.356
b1892	b1939	50.344
b1891	b1939	50.344
b3357	b0411	50.093
b3357	b0651	50.069
b3934	b2964	50.019
b2193	b1473	49.967
b0817	b1990	49.955
b3357	b4089	49.894
b4401	b0458	49.851
b0683	b2528	49.849
b1988	b3743	49.78
b4191	b4195	49.731
b3418	b0306	49.438
b3934	b2143	49.412
b3961	b0588	49.342
b0683	b2777	49.336
b3418	b3832	49.228
b1275	b0935	49.202
b0399	b1297	49.104
b3423	b0679	49.092
b4401	b2582	49.066
b2193	b0894	49.048
b3357	b2146	49.047
b1334	b4021	48.968
b3516	b1493	48.826
b4401	b0428	48.737
b0399	b0241	48.672
b0399	b1298	48.539
b4393	b2838	48.418
b1334	b1587	48.349
b4401	b1276	48.326
b4398	b2463	48.289
b0620	b0603	48.279
b0761	b1223	48.277
b0020	b0019	48.214
b0399	b1189	48.182
b3418	b3603	48.136
b0399	b2310	48.083
b4191	b3880	48.063
b0487	b0781	48
b0620	b3896	47.772
b3237	b0854	47.682
b3357	b4216	47.582
b3569	b3567	47.526
b1130	b4536	47.433
b1563	b1563	47.425
b1564	b1563	47.425
b0620	b4215	47.362
b1658	b2762	47.268
b0620	b3322	47.2
b1988	b1511	47.13
b4043	b4310	47.104
b0995	b3508	47.027
b4401	b0240	46.961
b4062	b2892	46.929
b0620	b0562	46.927
b0113	b0082	46.809
b2213	b3517	46.779
b1892	b1891	46.763
b1891	b1891	46.763
b4191	b3881	46.751
b4191	b3950	46.682
b4401	b4208	46.656
b2193	b2202	46.561
b1658	b3956	46.462
b0817	b2672	46.432
b0817	b1454	46.37
b3237	b0287	46.324
b0817	b0817	46.315
b3357	b0898	46.22
b1892	b1421	46.147
b1891	b1421	46.147
b3226	b3221	46.1
b2213	b3508	46.066
b0730	b0338	46.057
b0080	b2169	46.038
b3237	b2306	46.027
b1450	b1257	45.8
b3131	b3136	45.753
b0995	b0485	45.576
b0817	b1188	45.385
b3021	b3021	45.361
b4118	b2875	45.347
b2193	b0873	45.291
b0683	b1055	45.239
b2369	b2375	45.203
b3357	b4266	45.129
b4324	b1617	45.045
b0064	b0062	44.946
b3773	b3774	44.888
b2213	b3512	44.802
b3515	b1000	44.77
b0683	b1297	44.692
b4401	b1423	44.675
b2193	b2194	44.673
b4401	b1324	44.576
b1988	b0112	44.508
b1275	b0366	44.473
b0620	b1182	44.426
b1130	b2591	44.352
b3357	b3832	44.303
b3357	b0390	44.209
b0620	b2371	44.19
b4396	b4397	44.154
b0620	b0218	44.103
b1130	b1825	44.023
b3357	b2393	44.002
b1187	b1805	43.947
b1658	b4177	43.912
b4043	b0020	43.773
b4043	b0272	43.753
b3423	b3603	43.711
b4043	b1649	43.709
b3357	b0030	43.698
b0399	b2537	43.662
b0399	b3449	43.648
b0995	b0998	43.641
b3423	b2125	43.641
b2105	b1821	43.62
b0399	b1020	43.583
b3237	b0751	43.481
b2213	b0485	43.369
b1130	b0201	43.285
b1275	b2749	43.237
b0995	b1492	43.129
b0399	b0598	43.113
b0995	b3516	43.1
b3357	b4032	43.088
b0620	b0644	42.96
b0817	b1739	42.942
b0620	b2754	42.882
b0506	b0241	42.791
b1988	b3774	42.78
b2193	b2710	42.662
b4401	b4067	42.628
b3357	b3753	42.481
b3938	b1260	42.407
b2079	b2470	42.403
b1450	b1478	42.395
b3418	b4240	42.34
b3512	b1661	42.318
b4178	b1796	42.314
b1334	b3128	42.289
b1892	b3072	42.287
b1891	b3072	42.287
b3516	b4377	42.274
b3423	b2426	42.266
b0620	b4594	42.201
b2079	b2077	42.076
b0683	b4511	41.938
b0113	b0084	41.75
b1130	b3756	41.675
b0080	b1198	41.629
b3868	b3870	41.553
b3357	b1459	41.503
b1988	b2913	41.483
b0683	b1298	41.48
b1988	b0077	41.466
b0620	b1962	41.462
b1275	b0934	41.39
b4191	b4198	41.373
b4043	b0459	41.356
b1130	b3207	41.317
b3357	b4357	41.273
b3569	b3564	41.098
b0399	b4069	41.049
b4043	b4415	40.995
b3357	b3091	40.842
b0080	b4232	40.734
b0761	b0894	40.724
b3905	b3907	40.528
b4043	b3142	40.496
b0620	b1168	40.444
b0069	b2382	40.383
b1275	b0828	40.37
b4043	b4078	40.34
b0399	b1777	40.304
b1450	b1536	40.273
b1334	b2194	40.264
b3868	b1749	40.259
b4396	b0578	40.023
b4043	b4399	39.953
b4043	b4278	39.953
b3237	b0033	39.948
b4043	b1151	39.892
b4043	b0848	39.781
b4043	b1667	39.705
b0620	b4514	39.643
b3938	b0776	39.64
b1988	b1513	39.611
b3438	b2874	39.554
b4393	b1263	39.491
b4043	b2734	39.447
b3938	b3661	39.419
b1531	b1452	39.35
b1892	b1071	39.27
b1891	b1071	39.27
b1988	b0071	39.26
b2193	b3665	39.173
b1334	b4151	39.135
b1563	b1562	39.041
b1564	b1562	39.041
b1334	b1227	39.028
b1507	b2610	38.998
b1508	b2610	38.998
b2684	b0462	38.986
b1988	b1440	38.864
b3357	b2736	38.85
b3423	b4055	38.829
b2193	b3664	38.732
b4191	b2866	38.729
b1892	b1889	38.659
b1891	b1889	38.659
b2731	b2292	38.603
b4401	b1190	38.58
b3357	b2172	38.367
b4043	b1805	38.3
b3357	b1339	38.292
b1892	b1083	38.278
b1891	b1083	38.278
b4043	b0442	38.242
b2213	b1492	38.222
b4043	b1140	38.197
b1221	b1587	38.177
b3237	b3212	38.153
b0064	b2840	38.114
b3357	b1002	38.087
b4191	b4085	38.017
b0080	b3613	37.992
b1450	b1258	37.987
b0506	b0283	37.967
b4401	b3566	37.948
b4043	b1457	37.938
b4043	b1165	37.938
b4191	b4268	37.878
b3237	b0600	37.861
b0506	b0933	37.835
b0730	b0648	37.83
b0080	b1818	37.737
b3438	b4192	37.737
b3357	b0757	37.675
b0399	b2587	37.674
b3357	b0380	37.662
b3357	b0756	37.641
b4118	b3599	37.635
b4043	b4340	37.615
b0683	b2676	37.59
b3357	b3208	37.587
b1130	b0557	37.556
b3753	b1623	37.555
b0399	b0242	37.508
b2731	b0894	37.49
b1450	b0753	37.486
b0889	b3769	37.412
b4393	b3161	37.412
b1040	b1041	37.41
b1507	b3981	37.392
b1508	b3981	37.392
b3938	b0112	37.371
b1892	b1949	37.35
b1891	b1949	37.35
b0683	b3441	37.28
b0995	b3512	37.279
b4043	b1970	37.227
b0620	b2376	37.215
b4043	b1971	37.138
b4393	b1266	37.123
b4043	b1278	37.048
b3357	b4553	37.044
b1334	b4116	36.968
b1658	b3470	36.94
b3357	b1205	36.923
b0034	b0041	36.903
b3357	b3574	36.9
b0620	b0768	36.775
b4043	b1506	36.709
b2193	b2766	36.695
b3938	b0065	36.693
b0761	b3831	36.688
b1531	b1451	36.637
b3357	b3873	36.562
b0620	b0705	36.533
b2916	b2916	36.517
b0338	b0769	36.492
b3905	b3905	36.489
b3868	b1006	36.443
b0620	b0985	36.442
b0620	b4462	36.402
b4401	b2181	36.388
b2837	b2151	36.369
b4191	b3584	36.347
b4191	b3585	36.347
b0620	b1001	36.313
b1221	b4122	36.3
b3423	b1621	36.294
b0995	b0997	36.26
b0399	b1611	36.24
b4043	b2818	36.217
b3423	b4213	36.116
b1334	b3518	36.096
b4043	b3068	36.006
b3515	b3509	35.952
b3357	b1036	35.946
b0683	b1683	35.917
b4043	b4595	35.758
b4043	b2340	35.713
b0817	b1783	35.669
b3237	b1260	35.662
b3357	b3806	35.656
b0683	b1164	35.639
b0620	b0363	35.618
b3868	b1013	35.58
b0020	b0020	35.562
b0620	b0769	35.522
b1658	b2913	35.494
b3357	b2428	35.483
b0730	b0339	35.461
b3357	b3382	35.451
b3357	b2924	35.413
b1658	b3769	35.405
b2531	b0707	35.371
b2531	b0186	35.368
b3237	b4054	35.347
b2427	b2430	35.328
b3237	b0599	35.327
b0817	b3024	35.314
b3423	b3707	35.255
b2079	b2075	35.21
b3868	b0450	35.206
b1237	b1905	35.133
b0620	b1041	35.084
b2079	b0570	35.049
b4043	b1849	35.012
b3512	b1493	34.958
b0840	b0213	34.857
b0840	b0212	34.857
b1221	b2990	34.831
b0817	b1406	34.824
b3868	b1483	34.766
b0683	b2675	34.672
b3938	b1849	34.628
b1658	b4013	34.6
b3237	b0775	34.572
b1334	b3157	34.561
b0506	b2166	34.552
b3357	b2427	34.552
b4043	b4271	34.526
b2079	b2076	34.498
b3357	b2450	34.481
b1334	b3916	34.458
b4401	b3397	34.439
b4118	b4120	34.374
b4043	b1968	34.374
b4396	b3033	34.362
b0620	b0498	34.326
b0080	b1820	34.31
b0487	b2599	34.289
b3357	b1620	34.262
b0620	b2345	34.25
b1221	b2957	34.228
b0399	b1415	34.203
b0683	b1706	34.188
b4324	b1616	34.142
b2731	b4070	34.074
b0817	b1003	34.037
b2709	b2709	34.007
b0620	b0303	33.992
b0506	b0509	33.967
b0399	b3995	33.944
b4113	b3207	33.925
b3418	b4033	33.87
b4401	b2518	33.82
b1221	b4151	33.815
b1130	b0842	33.814
b3357	b3665	33.811
b4043	b4012	33.786
b3423	b3832	33.739
b1450	b2659	33.697
b4043	b0683	33.577
b4043	b3215	33.577
b3357	b3672	33.54
b3357	b3749	33.539
b0683	b3603	33.413
b1450	b1164	33.378
b3237	b4488	33.37
b3357	b1497	33.306
b1275	b0367	33.302
b4043	b2289	33.243
b2193	b4379	33.193
b3357	b3664	33.122
b1334	b4122	33.099
b1323	b0112	33.009
b3237	b2308	32.998
b2193	b2579	32.943
b0730	b0644	32.942
b2684	b0463	32.935
b3357	b3909	32.92
b0620	b0938	32.906
b2193	b1541	32.887
b3357	b2398	32.85
b0620	b3723	32.817
b1892	b1080	32.747
b1891	b1080	32.747
b0683	b2677	32.71
b3357	b1777	32.687
