tf	target	weight
b0020	b1736	3.27
b0020	b1811	3.27
b0020	b0674	3.27
b0020	b1329	3.27
b1275	b1338	3.27
b2193	b4331	3.269
b4178	b3594	3.269
b4401	b1345	3.269
b2531	b3281	3.269
b0683	b0645	3.269
b1221	b3055	3.269
b3438	b4525	3.269
b1237	b2883	3.268
b4178	b2143	3.268
b0113	b1851	3.268
b3934	b4297	3.268
b0399	b2149	3.267
b0399	b0726	3.267
b0676	b4499	3.267
b1130	b0962	3.267
b3357	b4303	3.266
b4324	b2361	3.266
b3961	b0101	3.266
b3753	b1962	3.266
b4118	b1121	3.266
b0995	b1579	3.265
b3938	b2766	3.265
b3938	b0030	3.265
b3938	b4139	3.265
b3938	b0306	3.265
b3938	b2702	3.265
b3938	b2125	3.265
b3938	b2196	3.265
b1712	b3595	3.265
b0912	b3595	3.265
b3438	b0563	3.265
b3438	b1552	3.265
b3438	b1972	3.265
b3438	b1772	3.265
b3438	b1551	3.265
b3438	b1537	3.265
b3438	b2373	3.265
b3438	b1042	3.265
b1221	b2993	3.264
b4178	b3796	3.264
b2213	b3014	3.264
b0683	b0488	3.264
b3357	b3801	3.264
b3237	b2870	3.264
b3418	b3427	3.264
b1323	b1587	3.264
b1130	b4063	3.264
b1013	b2577	3.263
b1013	b1499	3.263
b1013	b1834	3.263
b1013	b0288	3.263
b1013	b1528	3.263
b1013	b1645	3.263
b1013	b0217	3.263
b1658	b0887	3.263
b4401	b3404	3.263
b1040	b0850	3.263
b4398	b3845	3.263
b4398	b1397	3.263
b0399	b0227	3.263
b2217	b0363	3.262
b2217	b3664	3.262
b2217	b0933	3.262
b4260	b1494	3.262
b2837	b1537	3.262
b3934	b2011	3.262
b1735	b0339	3.262
b1735	b0338	3.262
b1735	b4553	3.262
b1735	b3561	3.262
b3060	b4526	3.262
b3357	b2104	3.261
b0399	b4040	3.261
b1130	b2638	3.261
b1275	b0167	3.261
b0683	b3040	3.261
b3828	b4089	3.26
b3828	b2708	3.26
b3828	b2125	3.26
b3961	b1968	3.26
b2531	b3398	3.26
b0676	b4003	3.26
b0676	b4002	3.26
b0676	b2725	3.26
b0676	b2713	3.26
b0676	b1973	3.26
b1507	b2866	3.26
b1508	b2866	3.26
b0676	b4357	3.26
b1916	b2294	3.259
b1916	b0440	3.259
b1916	b0133	3.259
b1916	b0200	3.259
b1916	b2007	3.259
b1916	b1603	3.259
b1916	b2553	3.259
b1916	b0166	3.259
b1916	b1251	3.259
b1916	b1219	3.259
b1916	b2564	3.259
b1916	b1662	3.259
b2193	b4586	3.259
b4004	b2940	3.259
b3237	b1020	3.259
b1237	b3324	3.259
b3934	b1418	3.259
b0020	b0389	3.259
b3237	b3422	3.259
b1507	b3982	3.258
b1508	b3982	3.258
b1237	b2903	3.258
b3934	b2556	3.258
b3131	b0515	3.258
b1712	b0562	3.257
b0912	b0562	3.257
b1237	b1727	3.257
b0399	b0511	3.257
b3438	b2147	3.257
b0683	b0365	3.257
b1334	b0583	3.257
b0399	b4396	3.256
b0338	b3104	3.256
b1892	b1233	3.256
b1891	b1233	3.256
b1892	b4215	3.256
b1891	b4215	3.256
b1892	b4038	3.256
b1891	b4038	3.256
b4396	b3842	3.256
b3405	b0756	3.256
b4401	b4018	3.256
b1712	b3723	3.255
b0912	b3723	3.255
b1237	b1329	3.255
b3868	b2266	3.255
b0620	b2866	3.255
b0620	b4132	3.255
b0620	b3854	3.255
b0620	b4120	3.255
b1735	b3449	3.255
b1735	b1020	3.255
b1735	b0001	3.255
b1735	b3041	3.255
b1735	b0019	3.255
b1735	b4606	3.255
b1735	b2332	3.255
b1735	b0461	3.255
b1735	b2899	3.255
b3516	b3187	3.255
b1892	b2433	3.255
b1891	b2433	3.255
b3515	b3678	3.254
b3515	b3680	3.254
b3515	b3575	3.254
b0683	b0792	3.254
b3357	b1160	3.254
b1594	b1604	3.254
b3938	b2436	3.254
b3938	b0526	3.254
b3938	b2891	3.254
b1130	b2842	3.254
b4118	b0659	3.254
b0399	b4385	3.254
b3357	b4309	3.254
b3868	b2825	3.253
b1531	b2098	3.253
b1712	b2108	3.253
b0912	b2108	3.253
b3357	b2707	3.253
b2916	b1869	3.253
b3868	b1462	3.252
b3961	b1571	3.252
b3912	b1254	3.252
b0889	b2071	3.251
b1237	b3020	3.251
b4062	b1332	3.251
b4401	b0446	3.251
b1237	b2738	3.25
b4062	b3843	3.25
b4401	b0564	3.25
b4396	b4168	3.249
b0730	b1525	3.249
b1275	b1412	3.249
b0840	b3856	3.249
b0683	b2840	3.249
b4396	b1286	3.249
b0676	b2906	3.249
b1275	b1708	3.249
b2427	b4632	3.248
b2427	b2882	3.248
b0840	b1205	3.248
b0840	b2795	3.248
b0840	b1800	3.248
b0840	b4227	3.248
b0840	b4206	3.248
b0840	b2219	3.248
b0620	b3579	3.248
b2808	b0331	3.248
b2808	b4181	3.248
b2808	b2251	3.248
b2808	b0278	3.248
b2808	b2650	3.248
b2808	b3521	3.248
b2808	b2243	3.248
b2808	b1620	3.248
b2808	b0511	3.248
b2808	b2986	3.248
b2808	b3025	3.248
b2808	b0544	3.248
b2808	b3075	3.248
b2808	b1159	3.248
b2808	b0629	3.248
b2808	b1494	3.248
b2808	b4230	3.248
b2808	b1499	3.248
b2808	b4520	3.248
b2808	b1862	3.248
b2808	b2856	3.248
b2808	b1139	3.248
b2808	b2847	3.248
b0338	b0885	3.248
b0338	b4328	3.248
b0338	b0166	3.248
b0338	b1852	3.248
b0338	b1638	3.248
b1892	b1621	3.248
b1891	b1621	3.248
b1892	b1620	3.248
b1891	b1620	3.248
b1892	b4297	3.248
b1891	b4297	3.248
b1892	b0623	3.248
b1891	b0623	3.248
b1892	b2098	3.248
b1891	b2098	3.248
b1892	b4280	3.248
b1891	b4280	3.248
b4396	b3978	3.248
b0020	b0959	3.248
b0020	b0958	3.248
b0020	b3672	3.248
b0020	b2392	3.248
b4113	b3284	3.248
b4113	b0970	3.248
b4113	b3405	3.248
b4113	b2936	3.248
b4113	b3439	3.248
b3934	b4123	3.248
b3743	b3639	3.248
b3743	b3065	3.248
b3743	b3180	3.248
b3743	b4147	3.248
b3743	b0434	3.248
b3743	b0436	3.248
b1988	b0225	3.248
b4178	b2252	3.248
b0487	b2161	3.248
b0487	b2360	3.248
b0064	b2420	3.248
b0064	b4063	3.248
b0064	b1183	3.248
b1594	b2438	3.248
b1237	b2432	3.248
b1892	b2753	3.247
b1891	b2753	3.247
b4178	b0564	3.247
b3261	b2725	3.247
b4178	b2386	3.247
b1531	b0453	3.247
b3912	b2346	3.246
b4396	b1356	3.246
b1916	b1163	3.246
b1275	b1330	3.246
b1334	b3680	3.246
b1334	b3678	3.246
b3868	b1422	3.246
b0399	b3710	3.245
b3868	b1812	3.245
b0399	b0696	3.245
b2808	b0534	3.245
b3261	b1547	3.245
b3516	b3345	3.245
b0676	b0516	3.245
b4062	b2400	3.245
b1040	b4648	3.244
b3515	b0770	3.244
b4004	b4622	3.244
b0076	b4325	3.244
b3418	b3877	3.244
b0683	b0076	3.244
b0399	b2632	3.244
b3237	b0964	3.244
b3405	b2272	3.244
b1130	b0126	3.244
b0840	b2950	3.243
b3357	b0794	3.243
b0995	b0731	3.243
b3961	b3043	3.243
b1237	b0603	3.242
b1892	b0336	3.242
b1891	b0336	3.242
b1892	b2312	3.242
b1891	b2312	3.242
b1892	b1849	3.242
b1891	b1849	3.242
b1892	b1062	3.242
b1891	b1062	3.242
b1892	b2557	3.242
b1891	b2557	3.242
b1892	b2499	3.242
b1891	b2499	3.242
b1892	b0522	3.242
b1891	b0522	3.242
b0620	b1810	3.241
b0683	b3332	3.241
b4324	b0709	3.241
b4324	b0253	3.241
b0840	b1065	3.241
b0676	b2148	3.241
b3357	b0469	3.24
b1275	b4337	3.24
b0064	b3929	3.24
b2427	b2888	3.24
b1040	b2667	3.239
b1531	b3530	3.239
b4118	b2902	3.239
b1275	b0570	3.239
b1130	b0225	3.239
b3423	b1971	3.239
b3405	b3801	3.239
b3357	b0707	3.238
b2213	b2130	3.238
b0399	b0649	3.238
b1712	b1908	3.238
b0912	b1908	3.238
b2213	b0270	3.238
b1334	b2375	3.238
b3060	b3394	3.238
b3961	b0220	3.238
b1712	b1347	3.238
b0912	b1347	3.238
b0683	b0080	3.238
b0676	b4279	3.238
b4398	b0641	3.237
b4398	b0471	3.237
b4398	b3560	3.237
b4398	b2513	3.237
b4398	b3649	3.237
b4398	b2891	3.237
b1531	b0754	3.237
b0683	b1950	3.237
b3938	b0652	3.237
b3405	b3528	3.237
b0676	b2856	3.237
b3912	b3287	3.237
b1275	b2048	3.237
b3512	b0925	3.236
b1275	b1675	3.236
b1712	b3679	3.236
b0912	b3679	3.236
b3961	b0962	3.236
b2105	b1639	3.236
b2105	b0394	3.236
b4043	b4593	3.235
b1221	b1970	3.235
b3357	b4067	3.235
b4324	b3843	3.235
b3515	b1298	3.235
b3515	b1297	3.235
b3515	b1860	3.235
b3515	b0135	3.235
b3515	b2405	3.235
b2213	b1303	3.235
b2213	b2248	3.235
b2213	b3370	3.235
b1450	b1514	3.235
b1450	b1511	3.235
b1450	b1423	3.235
b1450	b3588	3.235
b3261	b3221	3.235
b1130	b2386	3.235
b1323	b3173	3.234
b1323	b1459	3.234
b0676	b0217	3.234
b1658	b0580	3.234
b0080	b2019	3.233
b0338	b0599	3.233
b2105	b1346	3.233
b2105	b1316	3.233
b3961	b4325	3.233
b0676	b0591	3.233
b0676	b0588	3.233
b0676	b1019	3.233
b0676	b3070	3.233
b1130	b0848	3.232
b2427	b0340	3.232
b2427	b0338	3.232
b2427	b0731	3.232
b2213	b4171	3.232
b2213	b1436	3.232
b2213	b4532	3.232
b2213	b2443	3.232
b2213	b1064	3.232
b2079	b3477	3.232
b2079	b3720	3.232
b2079	b2738	3.232
b2079	b4364	3.232
b2079	b4184	3.232
b2079	b3571	3.232
b2079	b4076	3.232
b1040	b0141	3.232
b0399	b3696	3.232
b3868	b3413	3.231
b1712	b2471	3.231
b0912	b2471	3.231
b3743	b1335	3.231
b0399	b0978	3.231
b3961	b1457	3.231
b0676	b1308	3.231
b4396	b1770	3.23
b4043	b0498	3.23
b4043	b3756	3.23
b4324	b3708	3.23
b4324	b1621	3.23
b4062	b3042	3.23
b4401	b2166	3.23
b0676	b3523	3.23
b3961	b0947	3.23
b3060	b2754	3.229
b2193	b2712	3.229
b0020	b2158	3.229
b1608	b4226	3.228
b1608	b1782	3.228
b1608	b0565	3.228
b1608	b0434	3.228
b1608	b4000	3.228
b1608	b0474	3.228
b1608	b4147	3.228
b1608	b3734	3.228
b1014	b2438	3.228
b1014	b0399	3.228
b1014	b0397	3.228
b1014	b0162	3.228
b1014	b0569	3.228
b1608	b1678	3.228
b3423	b1345	3.228
b3237	b1250	3.227
b3912	b1513	3.227
b3912	b1511	3.227
b4191	b3568	3.227
b4191	b4004	3.227
b4191	b1796	3.227
b4191	b4322	3.227
b4396	b2314	3.227
b0676	b0632	3.227
b0399	b0939	3.227
b3868	b3883	3.227
b4393	b1655	3.227
b1013	b0281	3.227
b1013	b2377	3.227
b1013	b1446	3.227
b1013	b1962	3.227
b1013	b2305	3.227
b1013	b0546	3.227
b1013	b3292	3.227
b1013	b1278	3.227
b1013	b2295	3.227
b1013	b1304	3.227
b1187	b2273	3.226
b1187	b1549	3.226
b1187	b4526	3.226
b3237	b3067	3.226
b0676	b4494	3.226
b1130	b2578	3.226
b3868	b4410	3.226
b0889	b4107	3.226
b4393	b3460	3.225
b1275	b0008	3.225
b3905	b4212	3.225
b3237	b1731	3.225
b1712	b0563	3.225
b0912	b0563	3.225
b0113	b3497	3.225
b3405	b0787	3.225
b3753	b2075	3.225
b3753	b1529	3.225
b3753	b1572	3.225
b3753	b1532	3.225
b3753	b2965	3.225
b3753	b2603	3.225
b3753	b1663	3.225
b3753	b0815	3.225
b0761	b1881	3.225
b0761	b3072	3.225
b0761	b1924	3.225
b2427	b2184	3.225
b2427	b2489	3.225
b2427	b4241	3.225
b2427	b3267	3.225
b2427	b4544	3.225
b4401	b0254	3.224
b3357	b3565	3.224
b0080	b0329	3.224
b3868	b3407	3.224
b1712	b1799	3.224
b0912	b1799	3.224
b0683	b4045	3.224
b3405	b1624	3.223
b4396	b2874	3.223
b1040	b0699	3.223
b1130	b1378	3.223
b4062	b0415	3.223
b3261	b1131	3.222
b3060	b2787	3.222
b0330	b2062	3.222
b0330	b0512	3.222
b0330	b0935	3.222
b0330	b0518	3.222
b0330	b0041	3.222
b0076	b4636	3.222
b0676	b4314	3.221
b0399	b1640	3.221
b1642	b1862	3.221
b1642	b0644	3.221
b1642	b0412	3.221
b1642	b0106	3.221
b1642	b1580	3.221
b1450	b1488	3.221
b1450	b0803	3.221
b1450	b1953	3.221
b3060	b4548	3.221
b3569	b4269	3.221
b2531	b2436	3.221
b0080	b1330	3.221
b3934	b2927	3.22
b0889	b4473	3.22
b1892	b2400	3.22
b1891	b2400	3.22
b0020	b0418	3.22
b0683	b0752	3.219
b4401	b0127	3.219
b2531	b2465	3.219
b0995	b4115	3.219
b0995	b2636	3.219
b0995	b2644	3.219
b0995	b2118	3.219
b0995	b2487	3.219
b0683	b2642	3.219
b0683	b2638	3.219
b3094	b2459	3.218
b0683	b0691	3.218
b0683	b0901	3.218
b1323	b0809	3.218
b1323	b0652	3.218
b2217	b1057	3.218
b0676	b3674	3.217
b0817	b0195	3.217
b0034	b3465	3.217
b0034	b2843	3.217
b0034	b3930	3.217
b0034	b1187	3.217
b0034	b4018	3.217
b0034	b0394	3.217
b0034	b1860	3.217
b0034	b3459	3.217
b0034	b3427	3.217
b0034	b2105	3.217
b0034	b1242	3.217
b0034	b4398	3.217
b0034	b1237	3.217
b0034	b1601	3.217
b0034	b3110	3.217
b0506	b2647	3.216
b0080	b3405	3.216
b3743	b3594	3.216
b3743	b0306	3.216
b3743	b3129	3.216
b3743	b4003	3.216
b3743	b1457	3.216
b3743	b3082	3.216
b3743	b2755	3.216
b3743	b2841	3.216
b3743	b4268	3.216
b3743	b4470	3.216
b3743	b2552	3.216
b3743	b2761	3.216
b3743	b3754	3.216
b3743	b3890	3.216
b3743	b2364	3.216
b3743	b2339	3.216
b3743	b3856	3.216
b1040	b1377	3.216
b1531	b0847	3.216
b1988	b0482	3.215
b4062	b2829	3.215
b3934	b3263	3.215
b1275	b3374	3.215
b4401	b2309	3.214
b3912	b3729	3.214
b2193	b2485	3.214
b2193	b0563	3.214
b2193	b1006	3.214
b2193	b1932	3.214
b2193	b0450	3.214
b2193	b1987	3.214
b0338	b1999	3.214
b0338	b0986	3.214
b0338	b0731	3.214
b2193	b1699	3.214
b2193	b1696	3.214
b2193	b1554	3.214
b0620	b2438	3.214
b0620	b0936	3.214
b0620	b0272	3.214
b0620	b1502	3.214
b0620	b2541	3.214
b0676	b1385	3.214
b1275	b3418	3.214
b4118	b0250	3.214
b1507	b3584	3.214
b1508	b3584	3.214
b3961	b2781	3.214
b0399	b2389	3.214
b1988	b3724	3.214
b4018	b3124	3.213
b2531	b3529	3.213
b0761	b1589	3.213
b3131	b1457	3.213
b3094	b2870	3.213
b0889	b3037	3.213
b2193	b4063	3.212
b2193	b4062	3.212
b2193	b3716	3.212
b2193	b0235	3.212
b1531	b1806	3.212
b1130	b0369	3.212
b3515	b2578	3.212
b4043	b4356	3.212
b0034	b2775	3.212
b0413	b0960	3.211
b0413	b2393	3.211
b0761	b1675	3.211
b0761	b2754	3.211
b0761	b2847	3.211
b0761	b2085	3.211
b0761	b3264	3.211
b0761	b0702	3.211
b0761	b3421	3.211
b0761	b1973	3.211
b0761	b1182	3.211
b3961	b1553	3.211
b1187	b2494	3.21
b0399	b3884	3.21
b0817	b4046	3.21
b1237	b0330	3.209
b3357	b0760	3.209
b3912	b1660	3.209
b3938	b3854	3.209
b1334	b4475	3.209
b3868	b1446	3.209
b1988	b4042	3.209
b1988	b1842	3.209
b1988	b1840	3.209
b1988	b2319	3.209
b1988	b3071	3.209
b1988	b1916	3.209
b1988	b2894	3.209
b1988	b2415	3.209
b2427	b0367	3.209
b2427	b2201	3.209
b2427	b0872	3.209
b2427	b0261	3.209
b2808	b0458	3.209
b2808	b4125	3.209
b2808	b4659	3.209
b2808	b4312	3.209
b2808	b4147	3.209
b2709	b3492	3.209
b2709	b3908	3.209
b2709	b0833	3.209
b2709	b3182	3.209
b2709	b2701	3.209
b2709	b3110	3.209
b2709	b1451	3.209
b4398	b3800	3.209
b4398	b3716	3.209
b4398	b0561	3.209
b4398	b0554	3.209
b4113	b0210	3.209
b4113	b0208	3.209
b4113	b2627	3.209
b4113	b4326	3.209
b4113	b0836	3.209
b4113	b1781	3.209
b4113	b1957	3.209
b4113	b1723	3.209
b4113	b1177	3.209
b4113	b1068	3.209
b4113	b0699	3.209
b4113	b0829	3.209
b4113	b1162	3.209
b4113	b0946	3.209
b4113	b0605	3.209
b4113	b0452	3.209
b1916	b3425	3.209
b1916	b3570	3.209
b1916	b1036	3.209
b1916	b1216	3.209
b1916	b0580	3.209
b1916	b3397	3.209
b1916	b0822	3.209
b1916	b0459	3.209
b3131	b1571	3.209
b1237	b2851	3.208
b4401	b0058	3.208
b3237	b1014	3.208
b1130	b1557	3.208
b1130	b0990	3.208
b0889	b1788	3.208
b4062	b1533	3.208
b1130	b1350	3.207
b3868	b1099	3.207
b0889	b0720	3.207
b3423	b2029	3.207
b3418	b3077	3.207
b0399	b2975	3.207
b0889	b2877	3.207
b0076	b2111	3.207
b0506	b4194	3.206
b0506	b4192	3.206
b0506	b3091	3.206
b0506	b3665	3.206
b0506	b3950	3.206
b0506	b2709	3.206
b3237	b4108	3.206
b2731	b4331	3.206
b2731	b4328	3.206
b2731	b2867	3.206
b1531	b0124	3.206
b3237	b2942	3.206
b0399	b0691	3.206
b1531	b0628	3.205
b2213	b1219	3.205
b2213	b2417	3.205
b2213	b0947	3.205
b2213	b4214	3.205
b2213	b3103	3.205
b3905	b3330	3.205
b0683	b2151	3.205
b0399	b1669	3.205
b4113	b2342	3.205
b4113	b3450	3.205
b4113	b4069	3.205
b4113	b1388	3.205
b4113	b3081	3.205
b4113	b1396	3.205
b1187	b2898	3.204
b3743	b2622	3.204
b1299	b1902	3.204
b1040	b1663	3.204
b0676	b2778	3.204
b4018	b0601	3.204
b3261	b3171	3.204
b1237	b3699	3.204
b1563	b0081	3.204
b1564	b0081	3.204
b0817	b2128	3.204
b0817	b1668	3.204
b0817	b0788	3.204
b0817	b1050	3.204
b0817	b4081	3.204
b0817	b3581	3.204
b0817	b4341	3.204
b0817	b2481	3.204
b0817	b2372	3.204
b0817	b3589	3.204
b0817	b2633	3.204
b0817	b2072	3.204
b0817	b3079	3.204
b1892	b1078	3.204
b1891	b1078	3.204
b3868	b3002	3.204
b1040	b2165	3.204
b3405	b2190	3.203
b0080	b2819	3.203
b2731	b0006	3.203
b2731	b2027	3.203
b2731	b3724	3.203
b2731	b3261	3.203
b2731	b2348	3.203
b0817	b1569	3.203
b0817	b1850	3.203
b0817	b1642	3.203
b1323	b2685	3.203
b1712	b4070	3.203
b0912	b4070	3.203
b1275	b1059	3.202
b0676	b1101	3.202
b1187	b3619	3.202
b1531	b4484	3.202
b1531	b3911	3.202
b3934	b0328	3.202
b3516	b4558	3.202
b1275	b2409	3.201
b4324	b1338	3.201
b1531	b0615	3.201
b2105	b0318	3.201
b2105	b1999	3.201
b0330	b1472	3.201
b0330	b0326	3.201
b0330	b0719	3.201
b0330	b0318	3.201
b0330	b1338	3.201
b0330	b0940	3.201
b0330	b0236	3.201
b0330	b0043	3.201
b4324	b0828	3.201
b4324	b2414	3.201
b4324	b2422	3.201
b4324	b1987	3.201
b4324	b2012	3.201
b2193	b3496	3.201
b2193	b2706	3.201
b3357	b1504	3.201
b2554	b4322	3.201
b3131	b0580	3.201
b2427	b3967	3.201
b0683	b1766	3.201
b1187	b1094	3.201
b2731	b3943	3.2
b3868	b1533	3.2
b1892	b0462	3.2
b1891	b0462	3.2
b0683	b0770	3.2
b3438	b4155	3.2
b0345	b2442	3.2
b0345	b2439	3.2
b0345	b0993	3.2
b0345	b0994	3.2
b0345	b0613	3.2
b0345	b0496	3.2
b0345	b0270	3.2
b1712	b4386	3.2
b0912	b4386	3.2
b4396	b0393	3.199
b4396	b0471	3.199
b3237	b1607	3.199
b0080	b1676	3.199
b0889	b2173	3.198
b2217	b3202	3.198
b1712	b0290	3.198
b0912	b0290	3.198
b0399	b3974	3.198
b4396	b3571	3.197
b3357	b0099	3.197
b3961	b1422	3.196
b3237	b0161	3.196
b2193	b1335	3.196
b1275	b0854	3.196
b2837	b4652	3.196
b2837	b2345	3.196
b4401	b0312	3.196
b3226	b2427	3.196
b3226	b2428	3.196
b3226	b4311	3.196
b3226	b3904	3.196
b3226	b0061	3.196
b3868	b2066	3.196
b4396	b1914	3.196
b3418	b2165	3.195
b3961	b1550	3.195
b1334	b2472	3.195
b1658	b4351	3.195
b4043	b1335	3.195
b4178	b2650	3.195
b4062	b3964	3.195
b0889	b2070	3.195
b2837	b2903	3.195
b2837	b2393	3.195
b2837	b0411	3.195
b2837	b1976	3.195
b1658	b2328	3.195
b1658	b4628	3.194
b0399	b4212	3.194
b1040	b1757	3.194
b4324	b2541	3.194
b3934	b1201	3.193
b3438	b4182	3.193
b3438	b3874	3.193
b3438	b1821	3.193
b3438	b4184	3.193
b0889	b4488	3.193
b3868	b3491	3.193
b4043	b2333	3.193
b1130	b4498	3.193
b1237	b2678	3.192
b1334	b2625	3.192
b4401	b3561	3.191
b1237	b3569	3.191
b3237	b3476	3.191
b1275	b0487	3.191
b0064	b0607	3.191
b4062	b3712	3.191
b3868	b2578	3.19
b0020	b1968	3.19
b3569	b2577	3.189
b3569	b3380	3.189
b2193	b2207	3.189
b3743	b0383	3.189
b3743	b2943	3.189
b3743	b1220	3.189
b3743	b0714	3.189
b3743	b3715	3.189
b3743	b2603	3.189
b3743	b1455	3.189
b3743	b4460	3.189
b3743	b1342	3.189
b4398	b4045	3.189
b4398	b1283	3.189
b4118	b3271	3.189
b4118	b2447	3.189
b4118	b2754	3.189
b3226	b3748	3.189
b3438	b3959	3.189
b3438	b3957	3.189
b0399	b0413	3.189
b3912	b0268	3.188
b0676	b0756	3.188
b0676	b2393	3.188
b1237	b1811	3.188
b0889	b1611	3.188
b0676	b4212	3.187
b2531	b0592	3.187
b3934	b1033	3.187
b1642	b1603	3.187
b1642	b0003	3.187
b2531	b4260	3.187
b2531	b1713	3.187
b2531	b0377	3.187
b2531	b0049	3.187
b1275	b4282	3.187
b0080	b3915	3.187
b1988	b3618	3.186
b1988	b3619	3.186
b0330	b1569	3.186
b0330	b3220	3.186
b0330	b0286	3.186
b0330	b2372	3.186
b0330	b2223	3.186
b1275	b2806	3.186
b3418	b2357	3.186
b0399	b3440	3.186
b3423	b2615	3.185
b3423	b2614	3.185
b3423	b3931	3.185
b3423	b0631	3.185
b3423	b3497	3.185
b3423	b3686	3.185
b3423	b3633	3.185
b3743	b3828	3.185
b3743	b0303	3.185
b1531	b4109	3.185
b1531	b1566	3.185
b2731	b4644	3.184
b1658	b3870	3.184
b0064	b0901	3.184
b3868	b1434	3.183
b1531	b3511	3.183
b1531	b3508	3.183
b1531	b3512	3.183
b1531	b3506	3.183
b1531	b3516	3.183
b1531	b1492	3.183
b1531	b0485	3.183
b3261	b3703	3.183
b2369	b2849	3.182
b0995	b2004	3.182
b3357	b3483	3.182
b4062	b0462	3.182
b4062	b2477	3.182
b4062	b1035	3.182
b1323	b1445	3.182
b0889	b2252	3.181
b3357	b1187	3.181
b4043	b1643	3.181
b4043	b1642	3.181
b1334	b4589	3.181
b3094	b2702	3.181
b4396	b2418	3.18
b1334	b2298	3.18
b1275	b2178	3.18
b1275	b0772	3.18
b0413	b0849	3.18
b0413	b0852	3.18
b3868	b3344	3.179
b1130	b0610	3.179
b4018	b4520	3.179
b3961	b0491	3.179
b4396	b4306	3.178
b4396	b4479	3.178
b4396	b3951	3.178
b0399	b3550	3.178
b3237	b1352	3.178
b0620	b3101	3.178
b0620	b4647	3.178
b0620	b4063	3.178
b0620	b3563	3.178
b0620	b3047	3.178
b3938	b3067	3.178
b3961	b3098	3.177
b1323	b2029	3.177
b3961	b0240	3.177
b4401	b0326	3.177
b4178	b4495	3.177
b4178	b1936	3.177
b0113	b1779	3.176
b2531	b1281	3.176
b2531	b0914	3.176
b2531	b3981	3.176
b2531	b3742	3.176
b3261	b1767	3.176
b4396	b3082	3.176
b0080	b2469	3.176
b3237	b2458	3.176
b1275	b4020	3.175
b3934	b4356	3.175
b1187	b2829	3.175
b3961	b3253	3.175
b3961	b3252	3.175
b3515	b1881	3.175
b1275	b2118	3.174
b1507	b2579	3.174
b1508	b2579	3.174
b0995	b2577	3.174
b3060	b4379	3.174
b1237	b2374	3.174
b3060	b4309	3.174
b3131	b2365	3.173
b4401	b2340	3.173
b1275	b1033	3.173
b1187	b4074	3.173
b1130	b2572	3.173
b3131	b2921	3.172
b4043	b1134	3.172
b1712	b3504	3.172
b0912	b3504	3.172
b4178	b3348	3.172
b4043	b2518	3.171
b4396	b1171	3.171
b1712	b2298	3.171
b0912	b2298	3.171
b3405	b1334	3.171
b1130	b0637	3.171
b4018	b2547	3.171
b4018	b2956	3.171
b1323	b0705	3.171
b0676	b2165	3.17
b4043	b0922	3.17
b3912	b3120	3.17
b0338	b0141	3.17
b2808	b2905	3.17
b2808	b0756	3.17
b2808	b2894	3.17
b2808	b2796	3.17
b2193	b0251	3.17
b2193	b4286	3.17
b0338	b2298	3.17
b2531	b0209	3.17
b0399	b2495	3.169
b1323	b3151	3.169
b0761	b2843	3.169
b4043	b1782	3.169
b0676	b1138	3.168
b2427	b3638	3.168
b1334	b0290	3.168
b3938	b0820	3.168
b3934	b3839	3.168
b4191	b3450	3.168
b4191	b0330	3.168
b0345	b2868	3.168
b3438	b3047	3.168
b4401	b3850	3.167
b4018	b2051	3.167
b1275	b1010	3.167
b1712	b0933	3.167
b0912	b0933	3.167
b4401	b1582	3.167
b0399	b4050	3.167
b3934	b0401	3.167
b3060	b1338	3.166
b3060	b2165	3.166
b3060	b1999	3.166
b3961	b0769	3.166
b1275	b3955	3.166
b4046	b2811	3.166
b1712	b3574	3.166
b0912	b3574	3.166
b0020	b1970	3.165
b3237	b2190	3.165
b4401	b3144	3.165
b1323	b2501	3.165
b2427	b2771	3.165
b2427	b4399	3.165
b2427	b1690	3.165
b2427	b0566	3.165
b2427	b2372	3.165
b3094	b3773	3.165
b2079	b1303	3.164
b1130	b3009	3.164
b4401	b3996	3.164
b0069	b0099	3.164
b0069	b0890	3.164
b0069	b2515	3.164
b0069	b0633	3.164
b0069	b1852	3.164
b0069	b0050	3.164
b3556	b2507	3.164
b4260	b2317	3.164
b1892	b1740	3.163
b1891	b1740	3.163
b3512	b0297	3.163
b3512	b0294	3.163
b1988	b4332	3.163
b4401	b3119	3.163
b2731	b2118	3.163
b1275	b1264	3.163
b0683	b2298	3.163
b3237	b2634	3.162
b3237	b1336	3.162
b3556	b3559	3.162
b1040	b2353	3.162
b1187	b1802	3.161
b3237	b2489	3.161
b0676	b3884	3.161
b0413	b4352	3.161
b0413	b4136	3.161
b0413	b2187	3.161
b0413	b4251	3.161
b3828	b1515	3.161
b3828	b1959	3.161
b3828	b1421	3.161
b1221	b3331	3.161
b4043	b4375	3.16
b3237	b3670	3.16
b2531	b3024	3.16
b4018	b4257	3.16
b1237	b3674	3.16
b0889	b3800	3.16
b3912	b2069	3.16
b4043	b1619	3.16
b4043	b1046	3.16
b4043	b1635	3.16
b4043	b0786	3.16
b4043	b1426	3.16
b4043	b4554	3.16
b2731	b2454	3.16
b1187	b3850	3.16
b0080	b2379	3.159
b3357	b0823	3.159
b1237	b2713	3.159
b3261	b4147	3.159
